a.0,a.1,a.2,b.0,b.1,b.2,y
0.410392,0.939452,0.714759,0.955795,0.395336,0.213197,1
0.813536,0.53891,0.95094,0.001983,0.858197,0.34552,2
0.113329,0.31124,0.384705,0.071036,0.817757,0.558726,1
0.646582,0.958871,0.878917,0.159567,0.333707,0.474258,1
0.985731,0.259058,0.319546,0.622268,0.556045,0.677012,0
0.529742,0.384712,0.237111,0.846592,0.811014,0.593765,1
0.398905,0.63067,0.80137,0.764043,0.369517,0.99467,2
0.633793,0.116715,0.630426,0.150073,0.973566,0.860273,2
0.283495,0.849312,0.102704,0.872983,0.957726,0.841376,1
0.356389,0.944151,0.982483,0.907677,0.459211,0.352063,0
0.468092,0.854129,0.301262,0.177222,0.187981,0.881735,1
0.954869,0.849026,0.483396,0.937979,0.212568,0.505818,0
0.453696,0.547568,0.378956,0.775583,0.789259,0.480737,0
0.825414,0.961936,0.761059,0.807661,0.251379,0.008276,0
0.254299,0.81356,0.737649,0.650242,0.471822,0.000684,0
0.16245,0.938709,0.281608,0.312057,0.859795,0.563622,1
0.170668,0.063037,0.953056,0.134662,0.764818,0.416639,2
0.443082,0.802867,0.441631,0.433045,0.919151,0.776805,1
0.928216,0.033375,0.534951,0.726075,0.857349,0.661781,0
0.857669,0.550745,0.347077,0.974297,0.277073,0.890147,1
0.133812,0.624561,0.767508,0.142249,0.36756,0.491901,1
0.192833,0.403289,0.558065,0.48413,0.248787,0.448085,2
0.270955,0.102449,0.133024,0.09193,0.502973,0.877282,0
0.811973,0.014405,0.187422,0.572507,0.439398,0.502015,0
0.141802,0.946732,0.796196,0.883887,0.609211,0.536616,1
0.118335,0.583375,0.42198,0.838569,0.578067,0.418051,1
0.063054,0.132688,0.62459,0.640516,0.767654,0.835007,1
0.188254,0.63736,0.013491,0.663061,0.866326,0.492242,1
0.205156,0.093868,0.004812,0.115168,0.728378,0.762468,1
0.087554,0.854044,0.181641,0.203404,0.805969,0.646894,1
0.172517,0.023076,0.072413,0.387029,0.540655,0.8013,0
0.6176,0.859881,0.767004,0.253795,0.018229,0.343194,1
0.83127,0.945941,0.906824,0.743693,0.807488,0.099534,1
0.589223,0.082694,0.8488,0.701874,0.246456,0.644979,0
0.595059,0.328526,0.806638,0.48454,0.940452,0.260828,2
0.209327,0.827692,0.51092,0.32218,0.117982,0.627919,2
0.589578,0.910436,0.327151,0.571002,0.515453,0.505781,1
0.942483,0.734775,0.099921,0.289304,0.670786,0.360593,2
0.483597,0.974341,0.218556,0.598734,0.809437,0.804497,1
0.258765,0.5009,0.415601,0.056713,0.326285,0.482957,0
0.911052,0.553835,0.175168,0.317733,0.589947,0.638351,0
0.798951,0.377953,0.203552,0.312867,0.240953,0.557059,0
0.921384,0.898935,0.061443,0.249388,0.085072,0.345285,2
0.666682,0.047628,0.402606,0.185525,0.918516,0.894559,0
0.143922,0.561133,0.100803,0.774239,0.130423,0.313533,1
0.690553,0.840486,0.793197,0.845644,0.262306,0.641944,0
0.222608,0.441068,0.13861,0.051189,0.467928,0.85891,2
0.50004,0.107653,0.732792,0.895319,0.439191,0.35613,0
0.930369,0.936234,0.318799,0.952844,0.25838,0.040873,0
0.113089,0.038671,0.719753,0.331498,0.328854,0.790262,2
0.713208,0.364676,0.966678,0.147398,0.775344,0.180702,1
0.659772,0.830023,0.458832,0.069265,0.428884,0.549178,1
0.551171,0.663067,0.04967,0.392519,0.928536,0.924891,1
0.201524,0.615377,0.502073,0.292178,0.549513,0.505644,1
0.562652,0.341005,0.082161,0.488726,0.194736,0.790641,0
0.961863,0.060127,0.653659,0.995346,0.160975,0.994278,0
0.438592,0.934851,0.148429,0.471645,0.236276,0.594058,1
0.032369,0.007893,0.64957,0.200282,0.11744,0.808956,2
0.073789,0.875962,0.729465,0.083054,0.778334,0.956684,1
0.388051,0.536573,0.442077,0.944994,0.928302,0.120581,1
0.451946,0.368001,0.11019,0.661872,0.103222,0.14134,2
0.80447,0.706792,0.715765,0.788567,0.548579,0.631326,1
0.481727,0.491176,0.646673,0.443602,0.301235,0.906087,1
0.658902,0.697183,0.954647,0.391772,0.907331,0.269586,0
0.997181,0.861426,0.771274,0.036074,0.684235,0.474909,1
0.517517,0.160023,0.926446,0.673937,0.316283,0.218691,2
0.211616,0.04925,0.888099,0.324969,0.708931,0.853403,2
