a.0,a.1,a.2,b.0,b.1,b.2,y
0.962912,0.66956,0.900393,0.744098,0.527866,0.026149,2
0.669095,0.766598,0.863717,0.699827,0.73637,0.690901,2
0.511564,0.580109,0.921928,0.739781,0.520266,0.474627,2
0.162349,0.208889,0.975846,0.868325,0.38492,0.452315,2
0.797148,0.762091,0.143435,0.913636,0.052651,0.170133,0
0.650307,0.880269,0.167669,0.392462,0.343163,0.424131,1
0.393836,0.462523,0.913672,0.40867,0.249055,0.036828,0
0.408492,0.898613,0.871473,0.965206,0.017548,0.824446,2
0.621405,0.50868,0.117544,0.482299,0.235247,0.341108,0
0.10848,0.869956,0.317317,0.849079,0.710901,0.879076,1
0.55499,0.197824,0.022727,0.314479,0.128448,0.659021,2
0.090382,0.421688,0.195183,0.991077,0.236963,0.048555,2
0.892857,0.334827,0.885374,0.957731,0.396645,0.005652,0
0.333581,0.999841,0.480973,0.375543,0.565069,0.663767,1
0.234782,0.982677,0.61519,0.072117,0.747694,0.358843,1
0.776529,0.849484,0.964846,0.704577,0.659571,0.058683,0
0.471835,0.679049,0.72599,0.404266,0.850243,0.340371,2
0.154133,0.497958,0.71284,0.971397,0.761068,0.303603,0
0.070491,0.534122,0.034766,0.988465,0.343045,0.873823,1
0.905361,0.619549,0.409034,0.43963,0.443555,0.784345,0
0.072069,0.156377,0.944227,0.224235,0.424871,0.230586,2
0.397763,0.3946,0.889753,0.123128,0.932307,0.370985,2
0.684099,0.813181,0.720617,0.33623,0.197121,0.470507,0
0.962186,0.326129,0.380206,0.476215,0.189989,0.340059,0
0.493975,0.982639,0.845343,0.72922,0.656774,0.140951,1
0.988237,0.705272,0.360883,0.860374,0.45241,0.38514,0
0.851923,0.631243,0.421483,0.094452,0.762865,0.314865,1
0.442499,0.741101,0.707776,0.961331,0.31028,0.574697,0
0.637469,0.699578,0.584207,0.798101,0.316992,0.036497,0
0.755928,0.362824,0.576833,0.388868,0.109674,0.708612,0
0.362243,0.693498,0.304373,0.214614,0.714113,0.083465,1
0.423355,0.354007,0.573974,0.251986,0.150457,0.508574,1
0.34316,0.065875,0.629656,0.367107,0.329118,0.735452,2
0.885631,0.431656,0.839789,0.83098,0.021079,0.594541,2
0.543816,0.652513,0.564588,0.217235,0.319868,0.528121,1
0.097667,0.166602,0.052296,0.254529,0.662995,0.103603,0
0.050846,0.807753,0.293633,0.190759,0.085212,0.686123,2
0.334534,0.128449,0.652706,0.927519,0.352187,0.794435,2
0.536318,0.271074,0.209842,0.535857,0.407257,0.833983,0
0.976447,0.557997,0.042529,0.374661,0.988431,0.902992,0
0.214168,0.999764,0.322256,0.592988,0.362647,0.110355,1
0.629096,0.078132,0.05771,0.227578,0.769839,0.853258,1
0.766473,0.448727,0.397378,0.808732,0.136338,0.336146,1
0.269513,0.55006,0.749913,0.162414,0.213282,0.245099,2
0.886439,0.773147,0.084558,0.193254,0.247841,0.529182,0
0.667715,0.490781,0.768761,0.511604,0.788099,0.223375,1
0.698979,0.472159,0.337192,0.122774,0.756149,0.823964,2
0.362617,0.357043,0.573979,0.596903,0.204445,0.185581,2
0.55165,0.739358,0.75078,0.438226,0.584739,0.270042,0
0.448695,0.068281,0.154657,0.176988,0.479977,0.876305,0
0.563923,0.695768,0.646819,0.86937,0.882242,0.938437,2
0.224251,0.912486,0.415107,0.154936,0.694527,0.464283,1
0.439147,0.548689,0.853226,0.850442,0.607456,0.834178,2
