a.0,a.1,a.2,b.0,b.1,b.2,y
0.048312,0.239095,0.892727,0.201636,0.912251,0.093797,1
0.308368,0.874807,0.953597,0.743661,0.997619,0.411298,1
0.544513,0.350741,0.317177,0.054891,0.608009,0.035187,2
0.264146,0.166586,0.839087,0.190463,0.438915,0.786684,2
0.907413,0.677905,0.00882,0.388427,0.389626,0.434235,0
0.034573,0.919357,0.508316,0.24328,0.881557,0.104427,1
0.863082,0.550652,0.50872,0.369527,0.738519,0.892263,0
0.420571,0.155113,0.650565,0.550909,0.019725,0.379747,2
0.208342,0.979067,0.010184,0.629929,0.66401,0.10129,1
0.466268,0.474257,0.915605,0.4033,0.279233,0.706206,2
0.312332,0.756528,0.497736,0.604456,0.970868,0.283261,0
0.502332,0.571772,0.322433,0.61518,0.757068,0.73913,1
0.408386,0.441415,0.536038,0.874755,0.855612,0.412276,1
0.007405,0.446893,0.911156,0.136103,0.1619,0.056266,1
0.995792,0.425317,0.689074,0.555909,0.020983,0.194354,0
0.323907,0.56244,0.055376,0.778133,0.520415,0.737177,0
0.907608,0.782867,0.368455,0.561824,0.057095,0.912087,0
0.14787,0.382889,0.490891,0.356022,0.65982,0.315127,2
0.239303,0.042213,0.89401,0.883175,0.292069,0.748187,2
0.992775,0.695368,0.819327,0.862785,0.385401,0.947351,0
0.059774,0.482042,0.647896,0.724972,0.524325,0.653768,1
0.608275,0.683779,0.606717,0.157771,0.022034,0.637206,2
0.969795,0.054844,0.081299,0.237324,0.247079,0.589758,2
0.223614,0.212881,0.355011,0.313256,0.99922,0.7574,1
0.726568,0.4105,0.873434,0.241995,0.053044,0.590692,2
0.570395,0.370886,0.814119,0.789806,0.869035,0.415141,2
0.673015,0.643571,0.027229,0.959768,0.64213,0.971468,0
0.390782,0.498671,0.067533,0.722249,0.651849,0.406626,0
0.286744,0.45703,0.283665,0.069732,0.558897,0.191899,0
0.465485,0.518945,0.578455,0.737909,0.227706,0.202516,0
0.78268,0.765188,0.606922,0.236765,0.21085,0.412749,0
0.191846,0.901071,0.670988,0.342238,0.677968,0.106822,1
0.409519,0.852261,0.134113,0.606927,0.460293,0.465017,1
0.001136,0.949645,0.32775,0.748964,0.344,0.054312,1
0.414818,0.772667,0.988807,0.86916,0.045651,0.967505,2
0.877007,0.097628,0.86141,0.886507,0.248794,0.4359,1
0.676267,0.840233,0.935349,0.153179,0.109494,0.533982,2
0.041867,0.641747,0.101298,0.834533,0.465644,0.176456,2
0.204024,0.8519,0.083594,0.474942,0.471501,0.646638,1
0.591813,0.090907,0.481445,0.860226,0.868582,0.179071,0
0.329637,0.935481,0.146395,0.282114,0.553402,0.048251,0
0.726969,0.088131,0.85287,0.0433,0.098841,0.918202,2
0.667945,0.170422,0.09542,0.011272,0.822261,0.892913,2
0.21874,0.254493,0.972422,0.554955,0.254639,0.031875,1
0.742035,0.978129,0.605819,0.401713,0.00746,0.320073,2
0.4369,0.556738,0.894029,0.753319,0.996147,0.625761,0
0.229811,0.607699,0.259589,0.30305,0.849483,0.975291,1
0.369935,0.774884,0.40565,0.495643,0.950577,0.498661,1
0.637222,0.765166,0.518837,0.854973,0.145799,0.587349,2
