a.0,a.1,a.2,b.0,b.1,b.2,y
0.636228,0.559428,0.281825,0.986582,0.17312,0.249044,0
0.646683,0.916695,0.472068,0.646203,0.143672,0.688048,2
0.625002,0.927938,0.558629,0.617909,0.544651,0.986928,1
0.844229,0.585546,0.837108,0.691651,0.369511,0.053675,0
0.884356,0.609704,0.531868,0.586334,0.135785,0.703851,0
0.34461,0.37425,0.573325,0.999499,0.393153,0.781513,2
0.365986,0.90987,0.11705,0.52874,0.526826,0.948487,1
0.251813,0.649747,0.988369,0.927446,0.1068,0.124237,0
0.290251,0.749375,0.680004,0.60672,0.83743,0.413376,1
0.838427,0.658496,0.818146,0.7978,0.008107,0.348394,0
0.226149,0.510473,0.011345,0.398619,0.219025,0.947971,2
0.584469,0.686033,0.304558,0.755794,0.456643,0.173644,0
0.125082,0.636757,0.292514,0.642573,0.015982,0.284071,0
0.987124,0.113801,0.011582,0.991646,0.65145,0.202709,0
0.828639,0.316969,0.565246,0.527138,0.773709,0.405385,0
0.757324,0.902765,0.507146,0.894015,0.228739,0.491949,0
0.473603,0.098336,0.641657,0.82842,0.184377,0.788579,0
0.300811,0.244792,0.944394,0.022391,0.358208,0.572346,2
0.956417,0.253295,0.978925,0.632366,0.674915,0.443272,0
0.739849,0.406307,0.45321,0.897464,0.548693,0.950084,2
0.225028,0.63956,0.663049,0.645996,0.910957,0.993142,1
0.076245,0.035704,0.693785,0.319887,0.639019,0.972035,2
0.305304,0.10242,0.098035,0.121552,0.740214,0.151342,1
0.028307,0.76177,0.494496,0.673426,0.843346,0.032253,1
0.094411,0.499155,0.811837,0.167948,0.997178,0.596478,1
0.708531,0.555796,0.900609,0.894241,0.911803,0.239897,1
0.739929,0.795742,0.673407,0.843463,0.628697,0.967451,2
0.041267,0.881677,0.224871,0.821417,0.559131,0.257924,1
0.364545,0.395862,0.303509,0.461248,0.562801,0.593897,2
0.325722,0.153682,0.91626,0.508892,0.093152,0.568468,2
0.009638,0.927613,0.444951,0.727936,0.955259,0.27153,1
0.230918,0.457971,0.04203,0.872169,0.924847,0.953297,1
0.429997,0.319113,0.160002,0.315762,0.183215,0.044668,0
0.324421,0.98174,0.583291,0.303072,0.531618,0.063369,1
0.627033,0.89985,0.778783,0.342615,0.742894,0.342145,1
0.232795,0.196545,0.651794,0.568705,0.731579,0.217256,1
0.384658,0.848561,0.973033,0.036882,0.517924,0.698965,2
0.327129,0.068094,0.208636,0.50279,0.296252,0.347753,0
0.256927,0.842789,0.031053,0.846563,0.272201,0.583074,1
0.599624,0.970748,0.940801,0.754583,0.16661,0.372398,0
0.290809,0.897178,0.167046,0.544185,0.428496,0.534971,1
0.305526,0.86479,0.041214,0.362533,0.961116,0.73039,1
0.895248,0.939951,0.667379,0.729501,0.234486,0.680148,0
0.641693,0.689852,0.063624,0.125269,0.431122,0.124598,1
0.630858,0.624585,0.152787,0.620355,0.177278,0.788329,2
0.266766,0.054059,0.366335,0.38224,0.624745,0.695091,2
0.130729,0.640362,0.629972,0.581086,0.427047,0.339764,2
0.92089,0.759185,0.638441,0.613145,0.360948,0.36106,0
0.593645,0.679605,0.848864,0.425834,0.528355,0.048396,1
0.700227,0.871369,0.514399,0.885595,0.385265,0.960553,2
0.174395,0.683785,0.122981,0.018569,0.051783,0.3515,2
0.399567,0.90012,0.425627,0.5758,0.943204,0.718902,1
0.765451,0.357334,0.565222,0.616153,0.998916,0.943068,1
0.79747,0.802806,0.528712,0.139736,0.008491,0.887849,2
0.394704,0.609283,0.897482,0.2324,0.451956,0.096198,1
0.075304,0.072146,0.692775,0.171252,0.473286,0.500718,2
0.196852,0.118055,0.008865,0.052189,0.195681,0.333723,2
0.688542,0.419404,0.877,0.786798,0.883925,0.928055,2
