a.0,a.1,a.2,b.0,b.1,b.2,y
0.978079,0.651018,0.588114,0.671228,0.008793,0.583325,0
0.814675,0.059107,0.976222,0.131913,0.930213,0.223413,2
0.976234,0.71229,0.147156,0.697915,0.156986,0.285956,2
0.083067,0.306504,0.447676,0.668669,0.184769,0.153521,2
0.536076,0.446069,0.111126,0.682255,0.923215,0.915788,1
0.577337,0.795762,0.048754,0.3709,0.563227,0.479521,0
0.083223,0.33832,0.160496,0.164421,0.317689,0.623829,2
0.946902,0.00199,0.332857,0.036973,0.085134,0.376305,2
0.463676,0.436043,0.144588,0.82105,0.04086,0.781423,1
0.573374,0.859098,0.415752,0.461066,0.736069,0.832509,1
0.247975,0.633717,0.434263,0.459413,0.538138,0.445889,1
0.517301,0.699014,0.435888,0.449634,0.013418,0.345847,0
0.930868,0.624363,0.420293,0.619637,0.986361,0.448806,0
0.41101,0.639972,0.337759,0.020668,0.109918,0.552875,2
0.749016,0.723559,0.686979,0.207162,0.981785,0.309611,1
0.241833,0.964148,0.043028,0.647137,0.311971,0.850801,1
0.409253,0.303618,0.627247,0.823294,0.217926,0.318704,2
0.196835,0.125024,0.556724,0.013942,0.256506,0.483166,0
0.724422,0.392172,0.571467,0.333934,0.785216,0.84022,1
0.208276,0.46509,0.199219,0.872881,0.042978,0.838074,1
0.559452,0.810795,0.229888,0.931449,0.114214,0.780458,1
0.462865,0.793065,0.231464,0.081012,0.099845,0.532606,2
0.178625,0.648975,0.555572,0.0356,0.564059,0.953236,2
0.596929,0.157038,0.490884,0.689761,0.244655,0.653622,0
0.255971,0.113704,0.102861,0.383536,0.214014,0.277851,0
0.848069,0.165767,0.416046,0.536144,0.660885,0.977682,2
0.991579,0.119694,0.719394,0.657859,0.752361,0.692803,0
0.573131,0.762155,0.9602,0.616447,0.09476,0.004655,0
0.47136,0.88967,0.598994,0.259745,0.191262,0.745008,2
0.035287,0.611628,0.083245,0.952968,0.498887,0.213073,1
0.21414,0.486723,0.019414,0.587808,0.486529,0.238936,2
0.853168,0.830805,0.819565,0.971726,0.160845,0.42536,0
0.208298,0.173691,0.789728,0.700182,0.102798,0.858469,2
0.996832,0.09338,0.908966,0.31426,0.182942,0.409406,0
0.224535,0.66293,0.37829,0.039578,0.113756,0.811646,1
0.01415,0.922948,0.109508,0.485244,0.793313,0.173686,1
0.672562,0.595635,0.596891,0.781037,0.086829,0.400374,0
0.924727,0.620435,0.191065,0.369828,0.212032,0.112673,0
0.016248,0.258319,0.251578,0.346599,0.254043,0.95012,1
0.481458,0.021868,0.071486,0.862927,0.319656,0.350208,0
0.365147,0.88513,0.427217,0.642028,0.823101,0.571349,2
0.666928,0.643176,0.223439,0.020068,0.67444,0.668653,0
0.764289,0.272392,0.204791,0.746577,0.454198,0.41195,0
0.335708,0.804103,0.098915,0.997271,0.238387,0.155528,1
0.510428,0.199903,0.119171,0.366364,0.846266,0.546961,0
0.428708,0.090794,0.420874,0.206864,0.804034,0.086651,2
0.079041,0.139894,0.34033,0.931685,0.810969,0.762763,0
0.352684,0.807598,0.46241,0.134231,0.207074,0.027511,0
0.163289,0.303042,0.191413,0.7916,0.594525,0.028778,0
0.443316,0.398636,0.035724,0.045339,0.053138,0.24759,2
0.112699,0.888905,0.320259,0.337096,0.58619,0.012151,1
0.754922,0.358978,0.423817,0.065685,0.428066,0.697019,2
0.685186,0.316519,0.635131,0.747659,0.690816,0.004316,0
0.62718,0.089137,0.517523,0.805937,0.152988,0.677787,2
0.881783,0.610285,0.038707,0.906432,0.745884,0.630917,0
0.601594,0.398434,0.076219,0.861844,0.181888,0.279895,0
0.940501,0.319041,0.916197,0.143722,0.898482,0.309125,0
0.858947,0.899395,0.874137,0.256309,0.486172,0.398753,1
0.248102,0.664939,0.05263,0.746461,0.780971,0.452881,1
0.785963,0.50598,0.10355,0.387782,0.791352,0.752599,1
0.925031,0.38139,0.278221,0.144194,0.664033,0.071952,1
0.883876,0.026522,0.311453,0.986483,0.93295,0.368136,0
0.251853,0.799044,0.990737,0.528995,0.683837,0.916197,2
0.840667,0.186573,0.05794,0.296314,0.675431,0.413713,1
0.621927,0.09309,0.611343,0.789827,0.818239,0.451198,0
0.997733,0.149927,0.584737,0.25336,0.200152,0.722359,0
0.352842,0.256966,0.601977,0.054422,0.966323,0.92931,2
0.172771,0.272938,0.539636,0.444436,0.974077,0.812229,1
0.401098,0.821145,0.0206,0.059328,0.561907,0.188574,1
0.373821,0.460814,0.894937,0.548051,0.444998,0.580436,2
0.414354,0.723652,0.147129,0.106534,0.179588,0.771415,2
0.51684,0.777413,0.940546,0.960223,0.540793,0.130356,0
0.099442,0.979604,0.590202,0.161605,0.318175,0.739865,0
0.551193,0.575752,0.959601,0.367,0.912213,0.865288,1
0.396245,0.090868,0.772919,0.969667,0.473546,0.337834,0
0.359492,0.495001,0.700944,0.402603,0.540613,0.595162,1
0.271256,0.057483,0.096258,0.469259,0.991722,0.920674,0
0.331904,0.552396,0.458574,0.39944,0.902711,0.087553,0
0.752164,0.734191,0.474284,0.795745,0.797232,0.136831,1
0.511361,0.887422,0.959048,0.719779,0.647684,0.621552,2
0.315612,0.759613,0.783992,0.795547,0.519373,0.790387,1
0.68249,0.479603,0.160218,0.313461,0.143401,0.453905,0
0.80664,0.571297,0.335628,0.996093,0.186039,0.440911,0
0.167438,0.241392,0.327153,0.189979,0.204878,0.83907,2
0.28188,0.305688,0.91458,0.395291,0.316416,0.029648,1
0.047692,0.219126,0.333243,0.358819,0.309786,0.317524,1
0.264311,0.8176,0.707061,0.161612,0.72154,0.978164,1
0.073093,0.345893,0.203447,0.787585,0.61392,0.517635,0
0.045272,0.0743,0.375868,0.021367,0.378859,0.140284,0
0.272512,0.681886,0.692209,0.001521,0.147092,0.207075,2
0.194682,0.291852,0.687603,0.548617,0.064317,0.653338,0
0.082846,0.608577,0.650437,0.25429,0.536315,0.651701,1
0.314671,0.460238,0.834413,0.995763,0.532861,0.994826,2
0.184865,0.507772,0.071461,0.611214,0.45456,0.417878,1
0.670107,0.164731,0.600706,0.081495,0.019768,0.737804,2
0.402429,0.118659,0.296717,0.569459,0.067475,0.12368,0
0.486028,0.309618,0.080543,0.481004,0.466586,0.21731,0
0.644068,0.846878,0.36493,0.092775,0.168372,0.348338,2
0.963421,0.02721,0.12504,0.498245,0.092141,0.354391,0
0.595403,0.092952,0.804816,0.598899,0.133427,0.647984,2
0.511642,0.810889,0.891436,0.184551,0.757253,0.80835,1
0.427923,0.176334,0.946128,0.48108,0.046181,0.578148,2
0.632146,0.445568,0.541829,0.833863,0.019299,0.385619,0
