a.0,a.1,a.2,b.0,b.1,b.2,y
0.006324,0.477165,0.989744,0.656593,0.080729,0.661623,2
0.162092,0.2822,0.954941,0.162912,0.111713,0.139681,2
0.092667,0.579366,0.274322,0.283666,0.563723,0.915113,2
0.847768,0.664326,0.86011,0.29019,0.56818,0.388408,1
0.325475,0.12456,0.276804,0.467377,0.734437,0.447041,2
0.52858,0.764237,0.226369,0.334875,0.115492,0.840595,2
0.670743,0.928677,0.372319,0.924588,0.798819,0.444987,0
0.042214,0.090183,0.484325,0.582545,0.837041,0.752694,2
0.14429,0.77833,0.919424,0.88214,0.570715,0.904493,2
0.456139,0.763758,0.825856,0.060629,0.235094,0.99853,2
0.081332,0.497355,0.68312,0.818831,0.357632,0.595466,2
0.749138,0.40666,0.993444,0.085646,0.501232,0.592088,2
0.985734,0.71745,0.373554,0.759941,0.273152,0.753604,0
0.713632,0.240539,0.043724,0.778601,0.006568,0.66675,0
0.92231,0.846889,0.691804,0.924626,0.859626,0.10616,0
0.756331,0.033001,0.181292,0.929082,0.268754,0.739768,0
0.455455,0.589601,0.923683,0.0445,0.615098,0.701782,2
0.699609,0.365777,0.32007,0.661998,0.325163,0.053287,0
0.267415,0.027682,0.638983,0.881437,0.730325,0.651431,2
0.939363,0.304907,0.817579,0.805672,0.535614,0.63236,0
0.15505,0.245114,0.048517,0.698316,0.577741,0.054554,1
0.976035,0.772821,0.670531,0.529207,0.754997,0.64525,0
0.333947,0.778721,0.081049,0.719159,0.188796,0.193332,0
0.062975,0.348164,0.493412,0.068633,0.840688,0.386782,1
0.755276,0.104774,0.663195,0.215101,0.078767,0.666489,2
0.779158,0.84354,0.349784,0.039106,0.387997,0.001491,1
0.932843,0.607706,0.929669,0.508597,0.927717,0.217447,1
0.109231,0.744059,0.832988,0.14843,0.578973,0.585008,1
0.356894,0.303994,0.691219,0.031477,0.84374,0.29383,1
0.238892,0.407978,0.457605,0.295844,0.245584,0.195244,2
0.932278,0.516507,0.273658,0.510746,0.671449,0.078067,1
0.571537,0.122646,0.909058,0.161298,0.823875,0.847186,2
0.477929,0.838929,0.280233,0.983327,0.096153,0.409856,0
0.672021,0.387482,0.014998,0.958047,0.405178,0.729608,0
0.590111,0.150192,0.229908,0.693272,0.189582,0.308653,0
0.231358,0.72741,0.262413,0.268139,0.405013,0.218155,1
0.18359,0.096338,0.754187,0.325203,0.418583,0.983574,2
0.947334,0.216802,0.585851,0.489626,0.486254,0.361538,2
0.404684,0.637621,0.336742,0.0884,0.318783,0.164841,1
0.343983,0.565126,0.629913,0.202509,0.795996,0.263054,1
0.399763,0.015006,0.385477,0.224047,0.089677,0.711161,2
0.906537,0.265585,0.492686,0.562313,0.677965,0.647851,1
0.407999,0.405373,0.356872,0.888479,0.688799,0.716724,0
0.964478,0.839182,0.670731,0.910912,0.922032,0.694174,0
0.262633,0.237163,0.114884,0.733171,0.425065,0.070144,0
0.237514,0.169923,0.921308,0.295484,0.358177,0.636439,2
0.861958,0.761066,0.37753,0.412599,0.551342,0.586485,0
0.093016,0.88065,0.687228,0.734743,0.262529,0.815329,2
0.585095,0.414236,0.489432,0.848209,0.318997,0.742592,0
0.092543,0.982282,0.118932,0.243294,0.927229,0.755531,1
0.576887,0.98097,0.001621,0.523808,0.291523,0.944578,2
0.498501,0.405429,0.022416,0.767756,0.807734,0.125484,1
0.619128,0.315011,0.76393,0.991188,0.970415,0.671371,2
0.24473,0.4265,0.963275,0.150347,0.994097,0.056523,1
0.39784,0.584932,0.576277,0.875511,0.625788,0.629645,1
0.79848,0.424317,0.831223,0.093371,0.30932,0.661923,2
0.501184,0.682237,0.073895,0.861332,0.345623,0.423184,0
0.745459,0.141656,0.489259,0.801455,0.777155,0.876875,2
0.240822,0.039822,0.583516,0.334027,0.383104,0.891706,2
0.867544,0.325532,0.431192,0.884454,0.873517,0.715395,0
0.478393,0.728536,0.222833,0.229883,0.926707,0.17,1
0.977005,0.691319,0.202753,0.354879,0.420214,0.227814,0
0.25588,0.104535,0.137412,0.770828,0.237103,0.72516,0
0.696751,0.021338,0.635196,0.903717,0.585893,0.92862,0
0.119034,0.291052,0.773003,0.458858,0.219157,0.656022,2
0.083193,0.520728,0.143298,0.156865,0.495131,0.870396,1
0.464809,0.45173,0.885119,0.891586,0.861837,0.222602,0
0.856514,0.37115,0.01812,0.270368,0.476514,0.361664,0
0.910081,0.791109,0.198411,0.155552,0.404423,0.194784,1
0.971798,0.155085,0.164634,0.692824,0.363667,0.986807,1
0.677132,0.125662,0.714129,0.651489,0.98382,0.632629,1
0.156389,0.777316,0.810427,0.937858,0.61431,0.255409,1
0.14685,0.606682,0.768985,0.038617,0.952788,0.686506,2
0.91532,0.706826,0.643146,0.791162,0.007179,0.816707,0
0.250099,0.177551,0.543978,0.03089,0.659155,0.705814,1
0.267878,0.801041,0.154346,0.838094,0.516395,0.273988,1
0.835785,0.407349,0.074859,0.762673,0.609333,0.316056,0
0.251791,0.443105,0.500932,0.6809,0.140784,0.043191,1
0.494359,0.323648,0.649355,0.556662,0.022047,0.211172,0
0.369255,0.817938,0.741199,0.638597,0.564794,0.241741,1
0.653463,0.40221,0.160667,0.447083,0.870932,0.554878,2
0.623036,0.127949,0.127033,0.252021,0.800988,0.428107,0
0.975688,0.558205,0.250527,0.406996,0.485908,0.77272,0
0.54227,0.199219,0.249971,0.158688,0.634711,0.408131,1
0.880462,0.094541,0.395165,0.443082,0.63388,0.3207,0
