a.0,a.1,a.2,b.0,b.1,b.2,y
0.501834,0.564699,0.120507,0.28894,0.998027,0.909305,1
0.826343,0.428244,0.731852,0.236088,0.803113,0.826718,2
0.010039,0.871524,0.943603,0.180298,0.768434,0.348585,1
0.093216,0.378964,0.534601,0.967398,0.650133,0.516503,2
0.60453,0.788974,0.61769,0.212375,0.505708,0.049888,1
0.534652,0.678649,0.933132,0.972375,0.456359,0.644747,0
0.188003,0.688315,0.603384,0.932764,0.850767,0.78476,2
0.438625,0.043277,0.835357,0.682792,0.556205,0.448055,2
0.048579,0.386998,0.916705,0.839937,0.707074,0.910015,2
0.771476,0.60922,0.971077,0.375354,0.692568,0.995026,2
0.55276,0.653357,0.045311,0.290117,0.480278,0.03323,0
0.574767,0.017004,0.949542,0.446158,0.934782,0.64735,0
0.564599,0.876724,0.650516,0.389598,0.539848,0.705098,2
0.98136,0.634232,0.067285,0.898817,0.834998,0.300403,0
0.643413,0.047572,0.167719,0.336777,0.675489,0.690102,2
0.242846,0.696956,0.895296,0.704747,0.714403,0.933211,1
0.305196,0.35535,0.143619,0.702551,0.203165,0.709386,0
0.913807,0.901448,0.983639,0.659351,0.308223,0.509372,0
0.432193,0.077174,0.938734,0.285081,0.100657,0.166147,2
0.335973,0.904355,0.469394,0.865138,0.012517,0.528497,0
0.16561,0.294055,0.253953,0.882052,0.002064,0.775869,2
0.823927,0.573841,0.027887,0.317972,0.061951,0.134645,0
0.027366,0.264808,0.418985,0.220877,0.944855,0.27445,1
0.677403,0.285349,0.397818,0.560151,0.542985,0.819418,0
0.000941,0.121517,0.701151,0.413489,0.911599,0.256473,2
0.699806,0.737393,0.40732,0.376684,0.278251,0.772251,2
0.20706,0.026306,0.128758,0.683926,0.912926,0.178352,1
0.71236,0.116336,0.111553,0.130448,0.235889,0.745031,0
0.714673,0.610238,0.292925,0.226095,0.772774,0.492221,1
0.358495,0.837428,0.259364,0.088513,0.140091,0.548545,1
0.071177,0.386981,0.035315,0.814785,0.791822,0.586209,1
0.326556,0.139077,0.251691,0.413042,0.455799,0.710131,2
0.762824,0.067916,0.696629,0.902509,0.515564,0.289856,0
0.065331,0.119225,0.237077,0.578866,0.993394,0.027579,0
0.545307,0.189884,0.149375,0.462642,0.502025,0.16187,0
0.60677,0.741705,0.799007,0.0299,0.258737,0.410336,1
0.701663,0.54007,0.938155,0.549023,0.042842,0.338979,2
0.094339,0.071248,0.343054,0.88431,0.141127,0.455184,0
0.733769,0.469254,0.306637,0.550174,0.642526,0.000405,0
0.718981,0.289097,0.599963,0.545295,0.708555,0.421059,0
0.177016,0.148686,0.586401,0.801178,0.294162,0.668062,2
0.057188,0.967499,0.274884,0.398583,0.482286,0.069809,1
0.089779,0.710805,0.593822,0.842102,0.274595,0.199371,1
