a.0,a.1,a.2,b.0,b.1,b.2,y
0.852505,0.136707,0.244289,0.818818,0.886286,0.85391,0
0.884974,0.113068,0.760328,0.089999,0.409703,0.144065,2
0.467716,0.320167,0.517284,0.247229,0.154674,0.331073,2
0.34189,0.859328,0.185389,0.108833,0.37384,0.728431,1
0.555156,0.203531,0.341312,0.400874,0.626985,0.848481,2
0.507493,0.667252,0.216126,0.634632,0.9035,0.442141,1
0.931925,0.430017,0.625555,0.944856,0.961061,0.965764,1
0.450175,0.88244,0.356823,0.07263,0.057073,0.541656,2
0.491353,0.156728,0.304017,0.23988,0.542949,0.419261,2
0.035499,0.701784,0.277594,0.748423,0.566826,0.84798,1
0.795124,0.596879,0.36574,0.462702,0.673666,0.277671,0
0.527234,0.246983,0.363763,0.305574,0.587041,0.959423,2
0.368159,0.547627,0.621429,0.268346,0.525531,0.503989,2
0.197298,0.38768,0.548443,0.633396,0.697668,0.781233,2
0.260379,0.351913,0.569988,0.085526,0.941752,0.579097,1
0.418961,0.359858,0.894945,0.697472,0.888137,0.171488,1
0.747238,0.253218,0.10704,0.78027,0.968485,0.110394,0
0.010745,0.122327,0.871231,0.981949,0.446056,0.136627,0
0.643008,0.661548,0.13102,0.752961,0.48066,0.499941,0
0.405129,0.823257,0.325086,0.501046,0.388583,0.301754,1
0.201509,0.726705,0.359713,0.966064,0.576117,0.661961,2
0.152987,0.269372,0.380245,0.623404,0.577502,0.703033,2
0.18154,0.35163,0.311497,0.851582,0.899656,0.135238,1
0.081319,0.734638,0.468079,0.219739,0.769814,0.422843,1
0.548237,0.663667,0.7134,0.581212,0.654912,0.006407,1
0.891518,0.138644,0.146057,0.942742,0.032569,0.783559,0
0.017981,0.102082,0.580958,0.0676,0.286054,0.571522,2
0.459717,0.835271,0.965742,0.515675,0.840181,0.244307,1
0.010726,0.419502,0.547933,0.089587,0.996362,0.093814,1
0.512764,0.424318,0.276725,0.073028,0.793637,0.932552,2
0.838525,0.539339,0.83451,0.440534,0.708336,0.280998,1
0.006341,0.440023,0.005376,0.767662,0.925976,0.410522,1
0.166388,0.132794,0.570683,0.097384,0.081409,0.744769,2
0.740911,0.980557,0.211918,0.463062,0.051363,0.955074,2
0.322441,0.643682,0.905149,0.86243,0.892161,0.413434,1
0.009195,0.187616,0.212282,0.794999,0.554301,0.846259,2
0.215772,0.659259,0.548697,0.533611,0.822181,0.737022,1
0.579854,0.846487,0.996957,0.178062,0.381361,0.852411,2
0.488819,0.685989,0.264037,0.231875,0.876899,0.315583,1
0.238396,0.513092,0.726383,0.101172,0.109236,0.496662,2
0.735673,0.23183,0.986933,0.435533,0.644352,0.878903,2
0.196938,0.753646,0.737136,0.881162,0.591984,0.043516,1
0.017568,0.679445,0.846831,0.877987,0.984817,0.329338,1
0.019717,0.339602,0.32718,0.09768,0.451518,0.424879,1
0.85355,0.727162,0.060092,0.070929,0.604788,0.250469,1
0.062225,0.574795,0.268742,0.304618,0.930091,0.383347,1
0.900663,0.74367,0.935935,0.611231,0.776424,0.457916,2
0.814502,0.675553,0.577034,0.743733,0.094024,0.018548,0
0.435204,0.419853,0.185667,0.804189,0.443262,0.961447,2
0.025955,0.948606,0.745708,0.034299,0.231111,0.418469,2
0.504428,0.854936,0.785819,0.518857,0.524774,0.748818,2
0.485653,0.551055,0.330824,0.71589,0.233775,0.812764,0
0.729225,0.318619,0.16766,0.281387,0.691072,0.342993,1
0.234995,0.740346,0.045037,0.504112,0.930218,0.753668,1
0.609638,0.522147,0.269117,0.319694,0.525063,0.519927,1
0.278857,0.905223,0.285067,0.455463,0.212002,0.769977,2
0.648836,0.773411,0.819668,0.301124,0.221091,0.906034,2
0.481231,0.720222,0.868901,0.074607,0.021657,0.386423,2
0.35896,0.509951,0.471699,0.919875,0.853732,0.064691,0
0.914574,0.780328,0.460513,0.156209,0.404149,0.161504,1
0.190141,0.253726,0.686752,0.236342,0.607981,0.488375,1
0.570528,0.170846,0.435026,0.418299,0.978608,0.527954,1
0.691956,0.701824,0.37576,0.874372,0.658094,0.046711,0
0.709013,0.283233,0.381324,0.647314,0.701236,0.644225,0
0.87194,0.568694,0.028161,0.998371,0.058393,0.778881,0
0.928147,0.540992,0.049417,0.522003,0.214427,0.14461,0
0.008016,0.4231,0.176648,0.743971,0.790005,0.411376,1
0.688717,0.148406,0.071077,0.778996,0.834659,0.689935,0
0.262697,0.348803,0.614771,0.396305,0.917476,0.626445,1
0.295572,0.819305,0.294187,0.463865,0.031374,0.809195,2
0.700214,0.552404,0.452626,0.901295,0.738469,0.947327,0
0.939303,0.553125,0.890357,0.891122,0.187266,0.670485,0
0.860291,0.243601,0.20234,0.946568,0.472545,0.09525,0
0.681534,0.641802,0.5934,0.172036,0.403147,0.793429,2
0.301052,0.645521,0.978246,0.330586,0.741639,0.241731,1
0.420041,0.922818,0.3756,0.922412,0.091532,0.235689,0
0.260837,0.461565,0.10509,0.084826,0.865299,0.685096,1
0.424988,0.324299,0.453104,0.203865,0.019112,0.936272,2
0.564509,0.635046,0.887905,0.202385,0.997151,0.389789,1
0.352869,0.627202,0.991054,0.099346,0.536896,0.035355,1
0.062511,0.602579,0.839095,0.480527,0.240846,0.514011,2
0.383185,0.562681,0.979968,0.667194,0.771026,0.730459,2
0.417794,0.564005,0.095326,0.605263,0.411857,0.499383,0
0.21398,0.363461,0.312925,0.542562,0.573761,0.290123,1
0.678539,0.343852,0.922962,0.163463,0.210342,0.420804,2
0.424177,0.07251,0.271568,0.540367,0.378268,0.915229,2
0.022401,0.178868,0.030142,0.533459,0.208745,0.289585,0
0.385628,0.797704,0.136888,0.131593,0.130915,0.292355,1
0.456098,0.503733,0.454952,0.299181,0.087904,0.851268,2
0.606892,0.396233,0.88998,0.763555,0.707832,0.545337,0
0.152002,0.35373,0.336747,0.823728,0.031664,0.733682,2
0.739964,0.378376,0.026728,0.176963,0.936844,0.892537,1
0.965761,0.052263,0.48894,0.173567,0.090466,0.940445,2
0.6269,0.02039,0.541182,0.90281,0.608679,0.160222,0
0.313348,0.796236,0.045116,0.394111,0.354221,0.436755,1
0.212483,0.876847,0.248968,0.116225,0.068439,0.496365,1
0.533972,0.725846,0.472503,0.539741,0.142405,0.426459,0
0.896129,0.733177,0.54088,0.671586,0.270426,0.749287,0
0.859268,0.31014,0.287279,0.856102,0.341649,0.955086,0
0.159971,0.806895,0.217504,0.074943,0.4155,0.046021,1
0.428182,0.347657,0.435808,0.616046,0.12703,0.970079,2
0.556964,0.637189,0.127124,0.312434,0.462084,0.7658,2
0.51941,0.712101,0.76551,0.579393,0.736339,0.260001,0
0.260148,0.537972,0.686475,0.466959,0.96716,0.255821,1
0.215775,0.221576,0.324435,0.826057,0.335341,0.306809,0
0.376404,0.217071,0.831181,0.713081,0.272481,0.550087,2
0.179194,0.89764,0.673803,0.313447,0.050957,0.916069,2
0.8757,0.980497,0.85113,0.33048,0.40226,0.672799,2
0.124661,0.907893,0.506025,0.855073,0.785683,0.431597,1
0.429842,0.900906,0.841448,0.320517,0.835305,0.215724,1
0.680221,0.190077,0.411653,0.927086,0.77828,0.624511,0
0.881404,0.45198,0.09274,0.383205,0.217653,0.039228,0
0.617986,0.886356,0.165867,0.386171,0.735376,0.898799,1
0.293854,0.517061,0.754427,0.915061,0.971582,0.12933,0
0.707057,0.577529,0.92038,0.955436,0.118899,0.903289,0
0.499105,0.204016,0.826283,0.271829,0.872843,0.501864,1
0.916545,0.96816,0.184656,0.140287,0.16067,0.997247,2
0.424891,0.39056,0.387563,0.252223,0.288223,0.969498,2
0.951498,0.692409,0.949852,0.045302,0.898329,0.591185,1
0.475131,0.492088,0.373152,0.583581,0.978795,0.44885,1
0.976224,0.139885,0.841879,0.329322,0.981464,0.117284,0
0.581031,0.231182,0.970066,0.645706,0.022919,0.369786,0
0.021996,0.832931,0.531013,0.247259,0.948384,0.918851,1
0.564233,0.449815,0.771749,0.354106,0.861227,0.214166,1
0.245259,0.019802,0.751628,0.98349,0.177039,0.194079,0
0.506697,0.307485,0.559176,0.190728,0.293488,0.084817,0
0.49611,0.924635,0.880794,0.294325,0.775852,0.438272,1
0.637655,0.705577,0.979519,0.053845,0.739414,0.125144,1
0.3788,0.138913,0.032573,0.976859,0.451978,0.802828,0
0.356212,0.183196,0.853493,0.430345,0.39899,0.306254,2
0.586709,0.069021,0.095936,0.562567,0.724618,0.359596,0
0.290236,0.526703,0.546157,0.615831,0.077277,0.213265,0
0.723741,0.117961,0.948366,0.669421,0.693285,0.303472,0
0.078329,0.691583,0.058301,0.29086,0.596489,0.753156,1
0.410015,0.269202,0.552486,0.00059,0.969144,0.373522,1
0.488945,0.416133,0.346068,0.847845,0.049548,0.958548,2
0.404002,0.529273,0.899114,0.416859,0.614722,0.581976,2
0.59869,0.49118,0.333806,0.526708,0.098654,0.437582,0
0.090444,0.045757,0.410504,0.022263,0.683535,0.377505,2
0.575721,0.681957,0.049893,0.905002,0.098793,0.944611,0
0.584341,0.88455,0.31308,0.197349,0.381279,0.102905,1
0.970607,0.725239,0.230336,0.808757,0.987984,0.305888,0
0.45589,0.068204,0.683103,0.778348,0.581373,0.137761,0
0.478771,0.676996,0.380697,0.062278,0.236062,0.308094,2
0.816787,0.917552,0.8741,0.192434,0.338624,0.688619,2
0.344429,0.142473,0.859231,0.597256,0.642048,0.90871,2
0.6262,0.276061,0.192217,0.928993,0.087758,0.519502,0
0.30498,0.381772,0.749707,0.849547,0.561737,0.010695,1
0.407785,0.704208,0.932547,0.069007,0.508861,0.301791,2
0.980385,0.689787,0.843932,0.182707,0.0612,0.38561,2
0.529768,0.237434,0.651473,0.948907,0.977957,0.407057,0
0.399543,0.814635,0.505425,0.458253,0.027628,0.374877,0
0.380276,0.519493,0.208035,0.817026,0.830089,0.119946,1
0.965433,0.549552,0.16514,0.526116,0.172016,0.750182,0
0.530703,0.609058,0.038058,0.821337,0.930948,0.562824,1
0.000772,0.121853,0.404713,0.752149,0.103584,0.043866,0
0.294402,0.456493,0.14961,0.105144,0.158611,0.35744,2
0.272378,0.075959,0.226051,0.807309,0.887236,0.758928,1
0.974986,0.320296,0.642864,0.307587,0.3462,0.577426,0
0.330901,0.759461,0.223411,0.088663,0.555506,0.405706,1
0.580426,0.744714,0.278671,0.415421,0.601451,0.00517,1
0.321598,0.396661,0.542539,0.24693,0.209134,0.704368,2
0.197839,0.314122,0.813887,0.049094,0.152168,0.397344,2
0.572934,0.198422,0.514717,0.569733,0.408559,0.377693,0
0.523188,0.554056,0.661174,0.937608,0.307763,0.875094,2
0.793774,0.741898,0.994841,0.674975,0.183787,0.856915,2
0.094442,0.183524,0.366338,0.008429,0.815553,0.322336,1
0.948343,0.341055,0.429788,0.546541,0.369553,0.473623,0
0.20311,0.450872,0.048631,0.406895,0.87806,0.299132,1
0.450156,0.697081,0.151557,0.464927,0.021045,0.043389,0
0.493692,0.026381,0.250824,0.626188,0.059089,0.556509,0
0.765893,0.856872,0.888203,0.889018,0.545102,0.26238,0
0.644298,0.058116,0.666638,0.734474,0.81395,0.975834,2
0.894374,0.063622,0.955487,0.998583,0.135334,0.614083,0
0.314187,0.572847,0.4287,0.938871,0.588127,0.844762,1
0.195673,0.62842,0.849045,0.139545,0.015629,0.031577,2
0.155627,0.79913,0.683804,0.035549,0.340161,0.68667,2
0.521773,0.410454,0.210944,0.457433,0.365426,0.115264,0
0.031745,0.890025,0.936374,0.874741,0.964772,0.205723,1
0.605993,0.84322,0.533337,0.15933,0.685772,0.967473,2
0.71604,0.418826,0.113343,0.558595,0.548975,0.628174,1
