a.0,a.1,a.2,b.0,b.1,b.2,y
0.580192,0.959462,0.003845,0.627379,0.064841,0.919063,0
0.511131,0.714652,0.425505,0.972297,0.76626,0.444275,0
0.730731,0.491564,0.649449,0.266835,0.474413,0.377584,1
0.921788,0.877414,0.060239,0.453752,0.836719,0.358237,1
0.997727,0.498699,0.260826,0.135995,0.106413,0.671366,1
0.213293,0.879093,0.538756,0.964825,0.160253,0.925321,0
0.987247,0.227019,0.049797,0.820613,0.876587,0.986927,0
0.990942,0.208801,0.432714,0.479974,0.278434,0.726882,2
0.545382,0.952562,0.96103,0.021607,0.675944,0.656746,2
0.688747,0.014454,0.404689,0.902447,0.211025,0.45762,0
0.179775,0.441699,0.653165,0.147103,0.544682,0.416907,1
0.551173,0.844803,0.256667,0.479324,0.935767,0.361745,1
0.099425,0.416813,0.285984,0.403124,0.812758,0.107679,1
0.158174,0.115293,0.531136,0.161076,0.896328,0.294151,1
0.111036,0.976015,0.98054,0.113655,0.556138,0.614987,0
0.372225,0.781536,0.325173,0.560291,0.93728,0.607514,1
0.314006,0.491576,0.304867,0.879247,0.64515,0.682504,1
0.101047,0.326987,0.174763,0.348738,0.470804,0.986744,2
0.697707,0.534581,0.374188,0.558075,0.531492,0.410702,0
0.683463,0.739839,0.577596,0.427281,0.019594,0.534259,1
0.444849,0.712219,0.545785,0.592654,0.885624,0.859933,1
0.47159,0.158813,0.524338,0.217412,0.947125,0.743834,1
0.792151,0.152005,0.028906,0.790352,0.715206,0.707011,0
0.347058,0.605507,0.197354,0.397659,0.695508,0.650086,1
0.871244,0.866664,0.263451,0.145282,0.673279,0.301826,2
0.324998,0.471245,0.729039,0.501919,0.851573,0.931797,2
0.248649,0.607329,0.833872,0.689525,0.035336,0.242429,0
0.406396,0.679168,0.902605,0.560862,0.14229,0.487859,2
0.333873,0.587637,0.678142,0.369023,0.566795,0.775898,1
0.653367,0.164356,0.809788,0.542228,0.119991,0.33596,0
0.840264,0.681736,0.353082,0.586622,0.744942,0.485167,1
0.566077,0.838899,0.470573,0.985494,0.754468,0.78401,1
0.447201,0.594874,0.807575,0.150258,0.056371,0.536995,2
0.745248,0.012715,0.839918,0.036273,0.288195,0.052656,2
0.545761,0.964685,0.543423,0.276758,0.59188,0.112624,2
0.091056,0.507409,0.524548,0.820551,0.910387,0.933026,2
0.511883,0.216028,0.079744,0.159188,0.276072,0.141308,0
0.974152,0.238683,0.320107,0.131333,0.84823,0.586076,2
0.350636,0.668383,0.360902,0.195545,0.105025,0.753597,2
0.299645,0.707553,0.615255,0.74981,0.887393,0.155519,1
0.40296,0.486235,0.793045,0.35625,0.044985,0.071779,2
0.568883,0.887847,0.398605,0.563204,0.858794,0.014962,1
0.641483,0.011559,0.32502,0.518607,0.944191,0.615279,2
0.13121,0.458331,0.93861,0.838525,0.151357,0.930607,2
0.46884,0.98134,0.630623,0.446079,0.208097,0.838076,2
0.878976,0.751195,0.86601,0.484218,0.061795,0.462975,2
0.332354,0.24449,0.321737,0.631865,0.842975,0.826847,2
0.691667,0.954291,0.918422,0.866344,0.061125,0.076015,0
0.584761,0.535512,0.981613,0.532908,0.683914,0.162925,1
0.810422,0.871771,0.550201,0.818589,0.312664,0.267042,0
0.639909,0.706077,0.649195,0.985319,0.333855,0.571757,0
0.811166,0.184624,0.171658,0.880447,0.495993,0.245823,0
0.916492,0.068728,0.608713,0.701146,0.404285,0.211925,0
0.404797,0.394694,0.034585,0.786124,0.516797,0.209645,1
0.00689,0.674392,0.98026,0.069976,0.345667,0.084292,2
0.318983,0.448759,0.195404,0.914077,0.84553,0.075532,1
0.618989,0.196527,0.627321,0.224651,0.562366,0.078713,1
0.557973,0.002468,0.407134,0.111418,0.636838,0.284644,2
0.599945,0.858389,0.287095,0.219221,0.134634,0.608154,0
0.616794,0.230732,0.476594,0.141332,0.451058,0.946107,2
0.335702,0.016666,0.506065,0.998017,0.426729,0.890968,2
0.530269,0.47601,0.134176,0.45021,0.088545,0.016102,0
0.293451,0.5412,0.784173,0.282244,0.217905,0.142201,0
0.829454,0.757409,0.98087,0.542785,0.526871,0.484842,0
0.327199,0.926415,0.485346,0.757423,0.320193,0.796526,2
0.043902,0.684139,0.192637,0.410623,0.442602,0.877454,2
0.930532,0.136478,0.335274,0.805752,0.715835,0.83102,0
0.804997,0.391997,0.690989,0.638585,0.056088,0.445406,0
0.785456,0.698359,0.144329,0.084509,0.596593,0.211408,1
0.169943,0.242821,0.121463,0.207346,0.0492,0.697577,2
0.090339,0.578429,0.103038,0.856004,0.634142,0.019505,0
0.864552,0.912656,0.200756,0.523523,0.407455,0.655812,0
0.438091,0.391165,0.603918,0.951694,0.744936,0.487112,1
0.46636,0.727304,0.076535,0.813335,0.393676,0.698129,0
0.645426,0.171773,0.870893,0.934331,0.956501,0.501047,0
0.646774,0.737959,0.175777,0.877291,0.603006,0.93231,1
0.555923,0.194514,0.129991,0.280999,0.408227,0.611525,1
0.302107,0.787894,0.301096,0.05156,0.245495,0.447659,2
0.870682,0.14839,0.605152,0.118517,0.342331,0.008433,1
0.152073,0.279763,0.35239,0.893093,0.012917,0.980418,2
0.700646,0.284813,0.06556,0.67497,0.924834,0.984047,2
0.207514,0.345216,0.106801,0.900763,0.245426,0.698569,2
0.650197,0.388881,0.142271,0.515747,0.293862,0.495703,2
0.287277,0.550512,0.037612,0.02833,0.088563,0.992279,1
0.661883,0.928657,0.657247,0.07543,0.393765,0.106739,1
0.399333,0.533942,0.155555,0.968161,0.79005,0.916708,2
0.135679,0.827561,0.477018,0.070246,0.728223,0.808145,2
0.738384,0.826918,0.201596,0.86842,0.814087,0.803423,0
0.684222,0.858822,0.293915,0.221237,0.38729,0.298595,1
0.137895,0.865787,0.746944,0.90221,0.839314,0.245224,1
0.72874,0.826142,0.880452,0.901986,0.601544,0.454984,0
0.399568,0.147618,0.721251,0.847206,0.531604,0.227726,0
0.491237,0.026249,0.862769,0.407184,0.115613,0.614715,0
0.70444,0.83695,0.071576,0.041612,0.952076,0.403874,1
0.437603,0.282461,0.724562,0.431617,0.397726,0.669844,2
0.275288,0.587731,0.155883,0.922134,0.650026,0.209808,0
0.560331,0.921752,0.377275,0.246865,0.440541,0.173269,2
0.16398,0.238207,0.239814,0.766464,0.400925,0.627919,2
0.680822,0.260091,0.93925,0.550067,0.70931,0.944695,2
0.498038,0.755532,0.97041,0.554338,0.261768,0.6608,2
0.047039,0.186751,0.731014,0.519338,0.314146,0.805224,2
0.309938,0.286828,0.397358,0.450604,0.88091,0.152847,0
0.845299,0.428743,0.151345,0.733744,0.789624,0.614805,0
0.052796,0.445704,0.79914,0.682888,0.533543,0.987715,2
0.418242,0.305872,0.451657,0.755319,0.802497,0.08437,1
0.822234,0.07087,0.937914,0.277105,0.303285,0.114846,1
0.040271,0.355002,0.67708,0.881232,0.609529,0.69362,2
0.558462,0.746144,0.144725,0.897425,0.540379,0.828488,0
0.919747,0.946808,0.562797,0.437155,0.807456,0.991262,1
0.996844,0.042243,0.99814,0.755198,0.989069,0.08484,0
0.909851,0.673284,0.708049,0.306752,0.200867,0.630667,2
0.844628,0.320209,0.468714,0.397578,0.728922,0.949243,2
0.464112,0.198979,0.803454,0.621665,0.536096,0.231553,0
0.438954,0.358028,0.549525,0.507146,0.350587,0.893932,2
0.793859,0.911822,0.753191,0.010032,0.593746,0.893214,2
0.03695,0.232911,0.83225,0.693278,0.867338,0.980586,2
0.917643,0.19366,0.262133,0.739734,0.686417,0.29334,2
0.189915,0.090512,0.408684,0.970136,0.77003,0.910518,0
0.600666,0.268563,0.343036,0.167275,0.350568,0.673513,1
0.967795,0.701724,0.364084,0.045002,0.955071,0.403911,1
0.314664,0.949431,0.644272,0.123133,0.853231,0.793085,1
0.113896,0.698319,0.158158,0.620158,0.236965,0.962698,1
0.956627,0.518924,0.553608,0.100156,0.234464,0.416647,1
0.942937,0.630959,0.664404,0.659242,0.107222,0.852407,0
0.005425,0.506216,0.182822,0.25004,0.98919,0.747304,1
0.967965,0.825381,0.800414,0.698475,0.340804,0.296333,0
0.482735,0.925774,0.057289,0.539515,0.485316,0.507757,1
0.881155,0.283278,0.786375,0.973139,0.542701,0.656727,0
0.155452,0.102387,0.5483,0.538866,0.319729,0.356503,0
0.312901,0.264696,0.858241,0.877455,0.260917,0.172472,1
0.953155,0.277439,0.773045,0.624903,0.106903,0.376168,1
0.693979,0.398308,0.520017,0.007861,0.494099,0.125727,0
0.034422,0.63339,0.728046,0.589337,0.177664,0.301079,2
0.671774,0.140368,0.306566,0.073356,0.3118,0.456483,1
0.880023,0.85102,0.828283,0.573999,0.946202,0.169134,1
0.12406,0.582957,0.887258,0.562574,0.594899,0.138651,2
0.599039,0.858239,0.079892,0.836956,0.299883,0.980769,0
0.194776,0.716375,0.834388,0.306931,0.488549,0.658719,2
0.621944,0.930655,0.658905,0.346961,0.072032,0.849902,1
0.248629,0.031955,0.316369,0.715109,0.526965,0.090199,1
0.843922,0.392343,0.486503,0.012645,0.990819,0.574793,1
0.135938,0.600789,0.107816,0.112015,0.629101,0.226326,2
0.291948,0.84745,0.912236,0.013745,0.072982,0.210387,1
0.988367,0.731318,0.967209,0.082793,0.855375,0.887161,1
0.304684,0.424713,0.623618,0.473949,0.671292,0.4001,0
0.698619,0.996001,0.120889,0.881048,0.344618,0.544669,2
