a.0,a.1,a.2,b.0,b.1,b.2,y
0.647627,0.355032,0.143376,0.495397,0.967467,0.062677,1
0.580306,0.621668,0.529622,0.380276,0.292643,0.853833,2
0.379082,0.551433,0.239327,0.595713,0.408202,0.194075,0
0.558492,0.770217,0.354188,0.821136,0.311309,0.231198,0
0.412853,0.803395,0.698461,0.184746,0.592013,0.822709,2
0.289648,0.082326,0.483508,0.377208,0.665512,0.126584,1
0.093954,0.697083,0.209385,0.262466,0.325632,0.097544,0
0.883401,0.641987,0.536441,0.292393,0.109824,0.112065,2
0.90668,0.413501,0.785156,0.827004,0.128423,0.278613,0
0.161639,0.098353,0.599365,0.086777,0.600793,0.410253,1
0.06209,0.732472,0.840583,0.415714,0.233198,0.219887,1
0.203778,0.953675,0.178385,0.121085,0.296383,0.92894,2
0.562428,0.254165,0.058627,0.057778,0.33762,0.616719,2
0.466616,0.195649,0.290431,0.014016,0.272253,0.26952,1
0.566877,0.467967,0.775604,0.299333,0.099889,0.607066,2
0.644309,0.840557,0.550182,0.152095,0.056688,0.538808,2
0.796617,0.03379,0.150009,0.495237,0.692272,0.890655,2
0.119296,0.859969,0.126403,0.916628,0.133144,0.810304,0
0.076046,0.944957,0.608732,0.851553,0.307429,0.144126,1
0.189284,0.249546,0.327975,0.936986,0.323071,0.21822,0
0.367165,0.183066,0.399482,0.007825,0.237526,0.477031,2
0.654422,0.371007,0.749168,0.138513,0.682558,0.147038,1
0.279609,0.526706,0.206915,0.053287,0.344155,0.996993,2
0.970574,0.078015,0.248187,0.193247,0.300566,0.046089,2
0.452604,0.871802,0.358495,0.910747,0.634775,0.9675,1
0.502492,0.543814,0.114627,0.283074,0.762465,0.837939,2
0.458776,0.781484,0.087409,0.570959,0.382287,0.399203,0
0.911901,0.061748,0.028255,0.025223,0.390604,0.865168,2
0.529204,0.088832,0.505819,0.085117,0.260457,0.809012,2
0.858236,0.907288,0.268285,0.350394,0.954451,0.639182,1
0.143324,0.434545,0.722368,0.105033,0.072507,0.205204,2
0.027383,0.883886,0.822058,0.892443,0.85344,0.886436,0
0.557564,0.301315,0.540981,0.260083,0.509483,0.031929,1
0.083948,0.911237,0.30786,0.525898,0.341013,0.735243,2
0.412871,0.660827,0.971552,0.826576,0.854003,0.333484,0
0.341903,0.358903,0.380393,0.115701,0.590827,0.044651,1
0.164199,0.804927,0.582267,0.10804,0.938479,0.938687,1
0.56437,0.514502,0.66171,0.363285,0.357267,0.102675,0
0.899006,0.456254,0.681582,0.992243,0.803972,0.32276,0
0.730193,0.439248,0.658539,0.903465,0.942213,0.313752,1
0.995697,0.326705,0.035937,0.88212,0.808714,0.691939,0
0.357036,0.837809,0.020726,0.273101,0.23246,0.310605,1
0.585425,0.678298,0.334228,0.232668,0.473313,0.031436,1
0.031978,0.685051,0.106126,0.914578,0.185068,0.954323,2
0.746509,0.192541,0.357355,0.392401,0.261299,0.417397,0
0.727409,0.017605,0.14364,0.372305,0.501215,0.554711,2
0.029151,0.141053,0.55727,0.044658,0.123249,0.250685,1
0.997228,0.942034,0.22021,0.819241,0.076834,0.891245,0
0.508202,0.102097,0.151163,0.345881,0.719972,0.410079,0
0.81447,0.922694,0.51583,0.94673,0.131913,0.480857,0
0.572091,0.375269,0.887829,0.609829,0.816384,0.809903,2
0.216723,0.409323,0.309967,0.730194,0.936443,0.140879,1
0.677497,0.482152,0.318445,0.745498,0.4313,0.680929,0
0.687452,0.149052,0.733979,0.553146,0.795936,0.490865,0
0.182955,0.409652,0.216003,0.079937,0.096284,0.529275,2
0.745536,0.26349,0.300662,0.414432,0.18394,0.883101,2
0.110709,0.45963,0.83624,0.80289,0.029529,0.4344,2
0.735962,0.168909,0.691524,0.319327,0.73102,0.478558,0
0.654306,0.707571,0.974302,0.568691,0.302694,0.458748,1
0.949065,0.789875,0.965707,0.750316,0.840581,0.040325,1
0.339775,0.692007,0.686118,0.689962,0.323464,0.234385,0
0.955159,0.588866,0.037476,0.663449,0.294837,0.647715,0
0.931592,0.844341,0.079301,0.003583,0.720175,0.041761,1
0.233994,0.53527,0.510756,0.374829,0.869762,0.063489,1
0.987022,0.579338,0.982385,0.742132,0.438285,0.993603,2
0.400729,0.483615,0.341665,0.082669,0.900453,0.530534,1
0.116395,0.579913,0.425488,0.795718,0.26799,0.363749,1
0.085488,0.488343,0.75062,0.512926,0.179442,0.472991,2
0.068109,0.977443,0.94252,0.389372,0.833018,0.323912,1
0.635853,0.519637,0.499603,0.7559,0.94635,0.529365,0
0.330336,0.558838,0.97993,0.401906,0.058196,0.881767,2
0.744197,0.606776,0.470447,0.786507,0.876135,0.359649,1
0.74321,0.994968,0.057187,0.561776,0.05266,0.982174,2
0.840997,0.809994,0.515167,0.148338,0.16356,0.520703,2
0.336503,0.644403,0.644263,0.177426,0.031016,0.25796,2
0.579224,0.165401,0.344049,0.094215,0.604633,0.516947,1
0.621896,0.238436,0.407775,0.248457,0.391953,0.168709,0
0.189611,0.054799,0.792624,0.688985,0.890666,0.072946,1
0.610586,0.020595,0.220943,0.733742,0.770179,0.958659,0
0.758494,0.991027,0.393522,0.893259,0.71476,0.0417,0
0.203527,0.922715,0.46805,0.055063,0.850535,0.803114,2
0.243191,0.641159,0.756072,0.441345,0.424837,0.825187,2
0.033804,0.664564,0.936266,0.511293,0.255435,0.791667,2
0.134246,0.450209,0.577922,0.910677,0.311533,0.636873,2
0.755453,0.733887,0.558537,0.810053,0.125135,0.549396,0
0.115344,0.379721,0.648381,0.812879,0.415347,0.412116,1
0.863207,0.580805,0.489862,0.616668,0.190968,0.546471,0
0.251971,0.810114,0.54629,0.902879,0.200053,0.740168,0
