a.0,a.1,a.2,b.0,b.1,b.2,y
0.770058,0.138552,0.264648,0.471075,0.882343,0.543941,0
0.30845,0.937299,0.765997,0.491703,0.241856,0.761376,2
0.68819,0.381582,0.721012,0.562458,0.224183,0.168574,0
0.097972,0.13351,0.608188,0.04737,0.098216,0.900297,2
0.447065,0.760295,0.119136,0.961401,0.595322,0.764681,0
0.453381,0.36047,0.421257,0.524633,0.433308,0.751846,0
0.011871,0.637238,0.961543,0.145952,0.00286,0.510919,2
0.888576,0.470071,0.61726,0.41673,0.697636,0.451488,0
0.414602,0.988937,0.376625,0.034353,0.765006,0.213952,1
0.193512,0.698346,0.228888,0.180404,0.804817,0.379699,1
0.462034,0.007606,0.017433,0.922286,0.7386,0.495708,0
0.970804,0.603809,0.522994,0.660678,0.182197,0.865647,0
0.811725,0.237627,0.395306,0.272419,0.584607,0.353095,0
0.471569,0.272687,0.181095,0.313742,0.404746,0.461068,0
0.202866,0.330833,0.458025,0.827888,0.895265,0.158208,1
0.315877,0.850558,0.216112,0.250445,0.704784,0.868815,1
0.760606,0.016887,0.833046,0.462078,0.204413,0.594341,0
0.628203,0.895647,0.070863,0.213398,0.529203,0.787598,1
0.013062,0.663216,0.758613,0.278075,0.750671,0.083132,2
0.478854,0.660967,0.392867,0.16694,0.770756,0.846943,1
0.607118,0.398153,0.566217,0.211848,0.113608,0.167002,0
0.869357,0.207112,0.484524,0.763922,0.249254,0.89252,0
0.229792,0.539716,0.012067,0.184102,0.765363,0.553338,1
0.829644,0.838631,0.050758,0.053915,0.883454,0.231259,1
0.648355,0.431562,0.588003,0.780874,0.110922,0.849574,2
0.587465,0.024329,0.208135,0.491873,0.842298,0.554505,0
0.22792,0.100784,0.185388,0.255246,0.03107,0.797503,0
0.636276,0.312578,0.991484,0.686212,0.776575,0.406913,2
0.180284,0.053564,0.323388,0.79947,0.956588,0.589517,1
0.014674,0.353816,0.616473,0.678237,0.791727,0.414662,0
0.434626,0.664015,0.758193,0.74989,0.854126,0.802102,2
0.835324,0.203608,0.666858,0.38013,0.208414,0.805313,2
0.099548,0.213155,0.141914,0.027183,0.814792,0.590106,1
0.181331,0.803895,0.477774,0.661403,0.81664,0.917869,1
0.380529,0.329961,0.539436,0.154456,0.526801,0.759554,2
0.675335,0.531108,0.672735,0.604452,0.341244,0.766568,0
0.348872,0.192083,0.451296,0.663411,0.938932,0.229977,0
0.247567,0.09071,0.905171,0.759009,0.054327,0.16259,2
0.336038,0.454597,0.994802,0.179841,0.533507,0.417134,2
0.90187,0.908757,0.415291,0.295398,0.505349,0.770339,1
0.064801,0.509326,0.998933,0.464264,0.829652,0.400626,2
0.769948,0.530243,0.012845,0.307376,0.573607,0.558998,1
0.07672,0.15359,0.051401,0.435535,0.156731,0.140523,1
0.139946,0.92167,0.547501,0.881892,0.488278,0.019256,1
0.373195,0.657858,0.432296,0.303526,0.48634,0.327288,1
0.814711,0.727997,0.122697,0.811205,0.080731,0.450027,0
0.016471,0.953037,0.27533,0.054984,0.989004,0.32467,1
0.582883,0.876694,0.943986,0.466991,0.835168,0.438792,2
0.895167,0.512235,0.008825,0.153828,0.087989,0.459852,2
0.057616,0.933605,0.375456,0.197044,0.709018,0.620405,1
0.154664,0.948234,0.441356,0.668367,0.497084,0.200661,0
0.147814,0.051133,0.42958,0.069512,0.905679,0.678054,2
0.09874,0.466192,0.114717,0.369848,0.185269,0.019541,0
0.70526,0.205118,0.418757,0.213437,0.832889,0.908875,2
0.993191,0.01088,0.873877,0.537972,0.500491,0.079024,0
0.403143,0.762154,0.012874,0.400643,0.56322,0.396624,1
0.025573,0.923291,0.138517,0.4249,0.797677,0.339547,1
