a.0,a.1,a.2,b.0,b.1,b.2,y
0.797681,0.186749,0.625246,0.51802,0.087025,0.366809,2
0.432647,0.555789,0.182595,0.751041,0.318968,0.073342,1
0.751525,0.874012,0.594038,0.336544,0.558737,0.405267,1
0.79052,0.304016,0.636615,0.592977,0.958299,0.255427,0
0.884383,0.428995,0.230196,0.879043,0.358276,0.224606,0
0.762747,0.588534,0.408255,0.763213,0.9364,0.576276,1
0.186534,0.647604,0.27384,0.292869,0.724004,0.075059,1
0.857969,0.552773,0.191119,0.988682,0.374491,0.017593,0
0.645389,0.526237,0.368765,0.581727,0.937096,0.394144,1
0.565425,0.928892,0.807504,0.454357,0.206443,0.62903,2
0.007879,0.698032,0.450594,0.148634,0.326438,0.895342,2
0.532154,0.390225,0.668728,0.047745,0.316648,0.004806,0
0.410816,0.833358,0.5156,0.597011,0.129071,0.790925,0
0.85696,0.827453,0.244078,0.175523,0.050738,0.307687,0
0.244002,0.910193,0.768655,0.097197,0.671091,0.879888,1
0.78946,0.898061,0.808281,0.282946,0.048818,0.521585,2
0.271789,0.143948,0.454873,0.176511,0.362383,0.601242,2
0.411018,0.658694,0.485874,0.099702,0.047847,0.898254,1
0.284488,0.408676,0.739571,0.891646,0.176785,0.249901,0
0.485074,0.9417,0.185727,0.13332,0.016106,0.185006,0
0.400658,0.986739,0.312037,0.347202,0.16832,0.080531,1
0.428515,0.831665,0.812865,0.616643,0.172187,0.61861,1
0.434309,0.095064,0.613079,0.719997,0.354452,0.915788,0
0.466772,0.90536,0.590759,0.281713,0.470042,0.007972,1
0.188268,0.960848,0.102168,0.208234,0.284293,0.28859,2
0.91973,0.996062,0.017555,0.429728,0.083545,0.707914,0
0.993125,0.626611,0.474418,0.884429,0.0775,0.081873,0
0.243282,0.26518,0.076534,0.874983,0.934042,0.65635,1
0.448754,0.97557,0.180492,0.53847,0.072793,0.435261,1
0.00931,0.175397,0.158444,0.158342,0.752809,0.237395,2
0.700762,0.933121,0.20166,0.767666,0.053263,0.560779,1
0.619752,0.32012,0.677637,0.52053,0.06596,0.348934,2
0.413179,0.166578,0.152244,0.544234,0.227385,0.244905,0
0.419284,0.217124,0.670415,0.058042,0.882111,0.204854,2
0.308503,0.322434,0.300267,0.249275,0.339977,0.014902,1
0.281414,0.500435,0.868455,0.881897,0.625241,0.651417,2
0.328265,0.556749,0.558782,0.880085,0.441803,0.091889,0
0.90028,0.236951,0.963986,0.007474,0.201492,0.851294,2
0.886387,0.290973,0.051098,0.957732,0.51456,0.132775,0
0.876078,0.503179,0.085471,0.978607,0.429033,0.281018,1
0.395474,0.824948,0.303034,0.44809,0.722468,0.969293,1
0.948032,0.760178,0.132052,0.049762,0.133745,0.561011,0
0.070202,0.700747,0.584912,0.706525,0.144401,0.692975,1
0.28169,0.044324,0.308668,0.724552,0.999325,0.146304,2
0.279832,0.182371,0.146849,0.237733,0.561357,0.86617,2
0.512681,0.708415,0.327351,0.191839,0.784773,0.956023,2
0.486079,0.868303,0.75944,0.12323,0.465859,0.076546,2
0.268592,0.605082,0.494689,0.573582,0.562333,0.649371,1
0.049119,0.713469,0.072324,0.163529,0.288272,0.946885,1
0.459651,0.092008,0.765942,0.687187,0.21062,0.336766,1
0.337103,0.3618,0.902057,0.303226,0.743668,0.20412,1
0.590487,0.550015,0.076373,0.541468,0.07287,0.810938,1
0.570382,0.664474,0.027447,0.482845,0.953879,0.757035,1
