a.0,a.1,a.2,b.0,b.1,b.2,y
0.281572,0.549644,0.626535,0.802038,0.580122,0.671924,2
0.922656,0.95081,0.000997,0.155589,0.490247,0.696449,1
0.806035,0.256911,0.168462,0.902987,0.609982,0.29503,1
0.739107,0.866236,0.337121,0.14694,0.391143,0.87796,2
0.849054,0.459192,0.035278,0.84073,0.251291,0.650694,0
0.440784,0.552304,0.41068,0.858772,0.001889,0.800081,0
0.57065,0.24493,0.379732,0.977242,0.407185,0.902725,0
0.885312,0.693622,0.063136,0.133846,0.579418,0.826608,2
0.775709,0.102294,0.023647,0.758603,0.7989,0.200172,0
0.157065,0.372766,0.207024,0.370851,0.072472,0.784779,2
0.024634,0.259434,0.491614,0.948867,0.036159,0.963849,2
0.678957,0.379159,0.870322,0.130469,0.619237,0.01715,1
0.133433,0.420854,0.357547,0.859581,0.863115,0.562628,1
0.591293,0.193496,0.146229,0.345252,0.217905,0.258736,0
0.862955,0.563347,0.041241,0.560349,0.04162,0.362785,2
0.191187,0.538655,0.683402,0.684402,0.778354,0.716463,1
0.556642,0.475315,0.763929,0.419259,0.188838,0.727742,0
0.890907,0.96949,0.904116,0.183172,0.105249,0.569028,2
0.299859,0.862847,0.80934,0.094871,0.791004,0.996768,2
0.15656,0.043067,0.522666,0.064539,0.540536,0.079065,2
0.260294,0.91003,0.164207,0.401432,0.769046,0.764064,1
0.935025,0.557069,0.813734,0.647934,0.673891,0.414208,1
0.31464,0.571967,0.879145,0.564004,0.886429,0.839772,2
0.776522,0.528727,0.70493,0.189584,0.356452,0.020912,1
0.893291,0.187122,0.86103,0.104886,0.76193,0.002848,1
0.708846,0.062496,0.310748,0.839745,0.752921,0.087971,2
0.078432,0.8309,0.635922,0.024284,0.569855,0.117497,1
0.261325,0.027568,0.565548,0.769257,0.53809,0.829472,2
0.112528,0.155022,0.45361,0.853518,0.137553,0.78931,1
0.218425,0.324806,0.503658,0.091858,0.190593,0.827599,1
0.275996,0.312111,0.677898,0.894848,0.89734,0.027345,1
0.64145,0.929601,0.491583,0.758833,0.320396,0.684274,0
0.528256,0.395787,0.725651,0.787622,0.414253,0.197691,2
0.937984,0.348899,0.623229,0.234555,0.813932,0.936729,2
0.189849,0.808265,0.68198,0.392583,0.484256,0.706021,1
