a.0,a.1,a.2,b.0,b.1,b.2,y
0.131684,0.450816,0.2566,0.82446,0.394997,0.606311,0
0.004227,0.114393,0.622512,0.285612,0.955409,0.898392,2
0.454713,0.375655,0.147212,0.87178,0.085602,0.209986,0
0.77597,0.053716,0.706595,0.74747,0.240391,0.906423,2
0.239431,0.424003,0.701736,0.07827,0.058607,0.741971,2
0.384465,0.23483,0.813229,0.958683,0.959336,0.347978,1
0.047299,0.341195,0.906467,0.4876,0.622341,0.73577,2
0.599646,0.619439,0.071984,0.202163,0.004535,0.111227,1
0.829095,0.916852,0.647093,0.406194,0.821027,0.514534,2
0.623488,0.289563,0.145647,0.599447,0.997356,0.287857,1
0.513263,0.786521,0.043584,0.320791,0.807454,0.496356,1
0.504926,0.838935,0.614927,0.047125,0.7426,0.850542,1
0.597345,0.381831,0.141172,0.755694,0.984034,0.508621,0
0.079164,0.007419,0.316967,0.522889,0.323402,0.85654,2
0.934803,0.062181,0.119667,0.132023,0.016735,0.15934,1
0.874534,0.927427,0.180987,0.34944,0.266309,0.200815,0
0.227952,0.990238,0.606699,0.925067,0.311128,0.700118,0
0.732305,0.714756,0.934281,0.208769,0.793325,0.047843,1
0.174373,0.347238,0.47473,0.665629,0.800489,0.682593,1
0.185767,0.415466,0.956267,0.453596,0.10176,0.048352,0
0.615259,0.240947,0.298475,0.995992,0.113623,0.403218,0
0.243631,0.832717,0.067853,0.468985,0.535015,0.374894,1
0.555415,0.969811,0.478268,0.449555,0.76028,0.860102,2
0.777633,0.771835,0.401213,0.383765,0.958767,0.852869,1
0.848188,0.727924,0.275931,0.74195,0.158641,0.21093,2
0.650041,0.693535,0.669349,0.694521,0.91244,0.270849,1
0.469841,0.286231,0.309142,0.466567,0.603108,0.721144,1
0.769852,0.505804,0.596539,0.983515,0.989867,0.104233,0
0.150461,0.610316,0.884198,0.954423,0.802511,0.278414,1
0.469768,0.766898,0.574085,0.422431,0.92987,0.66094,2
0.569428,0.606412,0.555508,0.741749,0.319518,0.027465,1
0.088331,0.452087,0.147177,0.392451,0.485064,0.619787,1
0.439758,0.396753,0.637248,0.32473,0.283133,0.05537,1
0.212685,0.708179,0.0717,0.053617,0.243476,0.415329,0
0.807055,0.719576,0.880062,0.371632,0.377219,0.989873,2
0.854862,0.785176,0.715689,0.735004,0.578492,0.81315,0
0.806097,0.598887,0.891286,0.832233,0.340465,0.090822,0
0.371632,0.024913,0.575973,0.108318,0.365907,0.635909,1
0.113235,0.530391,0.774137,0.256188,0.110068,0.201873,0
0.967954,0.371083,0.119586,0.137622,0.980553,0.302026,1
0.118594,0.171725,0.360994,0.169918,0.00057,0.676954,0
0.139272,0.588692,0.07793,0.374951,0.358279,0.808188,0
0.535355,0.822645,0.069597,0.228304,0.058577,0.560415,2
0.397185,0.214449,0.092036,0.07167,0.273911,0.520148,1
0.662146,0.531481,0.176567,0.31269,0.020756,0.686688,1
0.307313,0.134823,0.853662,0.721335,0.080838,0.018192,0
0.690722,0.700328,0.813211,0.419751,0.631363,0.697182,2
0.320772,0.435196,0.599719,0.150653,0.470476,0.442372,0
0.042792,0.439616,0.268604,0.292583,0.829889,0.279695,1
0.814579,0.654824,0.914049,0.434744,0.378044,0.667269,1
0.430982,0.683284,0.193224,0.871832,0.412617,0.185591,0
0.316874,0.20358,0.640935,0.592484,0.989912,0.721489,0
0.608625,0.258389,0.857463,0.812866,0.510372,0.327002,1
0.123648,0.608283,0.347566,0.251336,0.783386,0.812968,0
0.415845,0.746794,0.028738,0.367234,0.209313,0.468539,2
0.862669,0.871912,0.557799,0.181416,0.244888,0.392303,0
0.159978,0.774248,0.041209,0.692001,0.877039,0.986426,1
0.062169,0.654337,0.915626,0.014428,0.140491,0.95146,2
0.939153,0.371594,0.151199,0.073341,0.329322,0.129195,1
0.771799,0.664129,0.666152,0.86178,0.572012,0.223031,2
0.818674,0.954572,0.114844,0.315046,0.199842,0.295998,0
0.544847,0.272176,0.671547,0.036978,0.610127,0.185097,0
0.021322,0.58329,0.321918,0.009517,0.065323,0.846773,0
0.454455,0.792481,0.53641,0.760125,0.924473,0.670569,2
0.695147,0.589475,0.430015,0.279564,0.116366,0.732568,0
0.037849,0.012611,0.889142,0.465381,0.656073,0.589875,2
0.940054,0.332354,0.292923,0.282541,0.873171,0.26249,1
0.760738,0.711924,0.465569,0.666578,0.377399,0.710845,0
0.71556,0.967782,0.315509,0.808018,0.724757,0.380251,1
0.684451,0.700926,0.866543,0.146316,0.259588,0.105738,0
0.287022,0.757682,0.454827,0.394397,0.716773,0.12131,1
0.505823,0.825379,0.499869,0.635636,0.17627,0.993379,2
0.785776,0.085486,0.427873,0.993347,0.596521,0.21629,0
0.655425,0.565705,0.211228,0.821911,0.286207,0.439857,0
0.035826,0.462355,0.879066,0.619441,0.575051,0.156429,1
0.928551,0.388078,0.185454,0.81055,0.618682,0.277784,0
0.159574,0.645023,0.23386,0.091299,0.943268,0.927539,1
0.686207,0.897986,0.796214,0.151713,0.510483,0.401885,2
0.647059,0.365413,0.869401,0.892911,0.836072,0.266355,0
0.108828,0.686941,0.759721,0.405845,0.025638,0.465756,0
0.388695,0.967884,0.778679,0.088655,0.572999,0.62755,2
0.717905,0.316197,0.467176,0.137964,0.558713,0.706277,1
0.005776,0.253521,0.874307,0.358857,0.727831,0.585353,2
0.200184,0.6468,0.677527,0.539709,0.858488,0.913383,2
0.839207,0.500481,0.302848,0.954291,0.430892,0.89643,0
0.62849,0.030536,0.359407,0.364654,0.71892,0.29157,0
0.935061,0.920268,0.451202,0.792786,0.864784,0.14135,0
0.692022,0.631027,0.401432,0.716536,0.033398,0.307967,2
0.035711,0.444337,0.895698,0.7195,0.136639,0.027545,0
0.546875,0.165016,0.970222,0.538203,0.14758,0.51207,2
0.243285,0.073104,0.274163,0.90963,0.864331,0.823014,0
0.424883,0.363019,0.053825,0.777428,0.225351,0.888633,0
0.832113,0.872518,0.847256,0.795649,0.171599,0.419135,0
0.888987,0.436257,0.250351,0.859348,0.929191,0.057093,2
0.667365,0.390445,0.284538,0.073311,0.573859,0.870538,2
0.286307,0.727886,0.094173,0.523493,0.804453,0.155663,1
0.822744,0.716451,0.647192,0.673861,0.375834,0.312322,2
0.09854,0.60355,0.534014,0.990768,0.241773,0.6551,2
0.728955,0.277932,0.24557,0.222773,0.828193,0.442065,2
0.341332,0.991173,0.052699,0.80271,0.144607,0.476725,0
0.516125,0.727917,0.399453,0.583375,0.506737,0.382129,1
0.78325,0.604718,0.915115,0.089078,0.214392,0.293067,2
0.724999,0.523936,0.967928,0.285504,0.746916,0.411538,1
0.709381,0.357478,0.713976,0.549635,0.106562,0.511314,2
