a.0,a.1,a.2,b.0,b.1,b.2,y
0.237932,0.297141,0.278654,0.608713,0.9412,0.818712,1
0.785065,0.036504,0.019241,0.340812,0.746129,0.537628,0
0.876406,0.237401,0.165846,0.03695,0.789372,0.822799,0
0.240548,0.978992,0.832266,0.757323,0.707699,0.666687,2
0.680222,0.585973,0.040714,0.25212,0.824005,0.756908,1
0.226848,0.277748,0.105336,0.750532,0.122373,0.305536,1
0.683873,0.656495,0.878421,0.184284,0.142628,0.415094,2
0.736834,0.203896,0.426101,0.354942,0.986485,0.25309,1
0.489068,0.086458,0.724502,0.609409,0.446716,0.132636,2
0.11171,0.610865,0.517562,0.459565,0.964868,0.859193,1
0.784015,0.583787,0.47219,0.500995,0.846059,0.904515,1
0.466679,0.918316,0.095701,0.664768,0.283996,0.266341,1
0.028266,0.361119,0.688018,0.798713,0.734762,0.807821,2
0.501283,0.58116,0.726489,0.720704,0.232459,0.97443,2
0.642484,0.356118,0.416578,0.394719,0.439453,0.081816,1
0.557766,0.457041,0.512538,0.339813,0.970576,0.64264,2
0.500144,0.656747,0.773087,0.984942,0.518775,0.270076,2
0.525083,0.423384,0.457277,0.329214,0.566859,0.217054,2
0.797066,0.077276,0.340162,0.281554,0.912551,0.973648,0
0.385626,0.902407,0.414695,0.309619,0.323893,0.65108,1
0.074832,0.088787,0.843193,0.228656,0.599668,0.661762,2
0.05414,0.448541,0.426653,0.174364,0.369243,0.655775,2
0.89848,0.506537,0.778374,0.146534,0.182704,0.212072,2
0.58019,0.174397,0.760538,0.88012,0.236812,0.885683,2
0.902915,0.819472,0.392057,0.67144,0.645378,0.346098,1
0.444554,0.137889,0.403537,0.521384,0.621522,0.5556,1
0.371536,0.129455,0.900267,0.172558,0.766401,0.039146,1
0.188308,0.65065,0.114985,0.844462,0.323715,0.947416,2
0.222541,0.917442,0.47103,0.417586,0.528109,0.524564,1
0.54854,0.50474,0.166856,0.557362,0.520918,0.557853,1
0.895148,0.411656,0.052623,0.083812,0.136626,0.832475,0
0.827989,0.909851,0.577131,0.49974,0.66228,0.861675,0
0.629421,0.726932,0.282557,0.837484,0.144561,0.3173,0
0.918999,0.412196,0.277077,0.09956,0.152703,0.649655,0
0.971017,0.712091,0.956981,0.022005,0.173528,0.237081,2
0.53684,0.969286,0.372144,0.204395,0.189488,0.997102,2
0.400779,0.760055,0.233259,0.446404,0.300003,0.490247,0
0.956643,0.99742,0.206688,0.694576,0.73151,0.572838,1
0.158507,0.575479,0.824681,0.744916,0.245427,0.673538,2
0.714699,0.153516,0.338737,0.597373,0.762165,0.326247,0
0.416274,0.433457,0.893836,0.317126,0.197395,0.299392,0
0.401339,0.4241,0.501183,0.146992,0.483437,0.717989,1
0.107749,0.873688,0.952749,0.336736,0.001466,0.328639,2
0.173089,0.115137,0.773229,0.84119,0.926337,0.891003,2
0.679334,0.887302,0.911947,0.024554,0.030566,0.610263,2
0.049271,0.837797,0.278444,0.437317,0.386732,0.77597,1
0.178822,0.242961,0.419311,0.488701,0.27038,0.896357,2
0.521872,0.498158,0.625383,0.70497,0.643967,0.665943,1
0.500995,0.809185,0.295488,0.609847,0.773274,0.888735,1
0.464752,0.470694,0.441146,0.277809,0.980818,0.756142,1
0.881905,0.583372,0.215446,0.149406,0.621699,0.596247,0
0.232346,0.546817,0.872984,0.147353,0.365358,0.494389,1
0.549322,0.931504,0.828803,0.042769,0.474451,0.714289,2
0.085827,0.617052,0.672687,0.302663,0.879267,0.349749,2
0.254235,0.842003,0.992354,0.853107,0.345343,0.969259,2
0.567831,0.898622,0.686457,0.030834,0.405534,0.458022,2
0.409525,0.854318,0.779682,0.561593,0.454019,0.232687,1
0.178693,0.661192,0.27712,0.67397,0.038177,0.457951,1
0.713023,0.120107,0.98591,0.643021,0.679243,0.711811,2
0.933561,0.102254,0.459762,0.144834,0.288615,0.329838,0
0.156151,0.31828,0.182861,0.928629,0.245907,0.650812,1
0.466728,0.037695,0.934938,0.769453,0.560598,0.991609,2
0.551391,0.261448,0.420052,0.52452,0.646147,0.298494,1
0.669138,0.346765,0.419174,0.278828,0.127448,0.416738,0
0.455577,0.200839,0.929419,0.24468,0.413682,0.717797,2
0.46595,0.236417,0.788756,0.921309,0.197562,0.665033,0
0.948334,0.877254,0.267087,0.293393,0.103296,0.831126,0
0.358229,0.41536,0.385312,0.824098,0.071928,0.846104,0
0.849478,0.830049,0.077084,0.810606,0.907817,0.133613,1
0.29094,0.418826,0.078783,0.213369,0.469769,0.809603,1
0.273428,0.568897,0.603281,0.180028,0.740814,0.77786,2
0.943937,0.360601,0.727075,0.201724,0.944013,0.383959,0
0.585617,0.509478,0.427007,0.759755,0.429584,0.072846,0
0.44505,0.968745,0.416106,0.447309,0.053989,0.059558,1
0.351868,0.929893,0.1283,0.268431,0.358622,0.164929,1
0.47145,0.981377,0.434845,0.514628,0.128332,0.395943,1
0.350373,0.648235,0.714704,0.180817,0.202778,0.533877,2
0.257113,0.58385,0.428969,0.168273,0.102526,0.095117,2
0.7562,0.39818,0.438613,0.513411,0.54337,0.088737,2
0.250059,0.044823,0.553342,0.51409,0.605544,0.713481,2
0.76119,0.11279,0.300012,0.610132,0.970039,0.958376,1
0.389823,0.833217,0.994339,0.44632,0.062853,0.702913,2
0.135419,0.16079,0.683395,0.246268,0.967176,0.319967,1
0.522931,0.910189,0.052467,0.777294,0.225744,0.813091,1
0.142052,0.961458,0.201295,0.736414,0.331955,0.158296,1
0.36127,0.666135,0.06589,0.830441,0.797037,0.849533,1
0.155082,0.301762,0.734104,0.302808,0.502548,0.657203,2
0.377702,0.429929,0.926167,0.443449,0.297119,0.933699,2
0.940882,0.345013,0.212474,0.940148,0.150366,0.114882,0
0.42243,0.638795,0.878678,0.566254,0.684876,0.89913,1
0.700557,0.210236,0.842591,0.206173,0.178009,0.799118,2
0.946656,0.042385,0.020394,0.551017,0.811396,0.242335,0
0.214025,0.05853,0.560124,0.551342,0.215986,0.798146,2
0.676689,0.25157,0.538196,0.87413,0.968991,0.67236,0
0.564549,0.023017,0.006771,0.691318,0.130096,0.231229,0
0.610774,0.301646,0.459559,0.948316,0.660022,0.915515,2
0.141198,0.802375,0.540137,0.991882,0.991893,0.77098,1
0.009556,0.462623,0.947221,0.779231,0.614372,0.214074,1
0.691876,0.725678,0.447721,0.643973,0.436308,0.353514,1
0.336682,0.883898,0.33535,0.578781,0.521161,0.85716,1
0.471538,0.842724,0.137893,0.325566,0.090845,0.427376,0
0.780602,0.457481,0.674229,0.157036,0.730892,0.327767,1
0.266871,0.016391,0.54834,0.43387,0.249511,0.593105,2
0.840706,0.209271,0.806029,0.691791,0.236764,0.390671,0
0.785406,0.47581,0.291843,0.294762,0.089745,0.071856,0
0.478871,0.410143,0.638945,0.33407,0.457043,0.756892,2
0.451509,0.94291,0.724175,0.110599,0.488019,0.029933,2
0.347789,0.0988,0.033476,0.5287,0.583299,0.495593,1
0.144116,0.132404,0.27191,0.249179,0.423585,0.247881,2
0.55893,0.668923,0.902362,0.764973,0.821642,0.756907,1
0.689507,0.450332,0.692742,0.861624,0.260861,0.033934,2
0.494514,0.426117,0.728856,0.285856,0.636952,0.218821,0
0.181942,0.845175,0.47799,0.789399,0.311665,0.523016,1
0.097247,0.533894,0.42635,0.330633,0.183585,0.375526,1
0.968075,0.703633,0.153002,0.695002,0.313469,0.158719,0
0.415732,0.57595,0.860151,0.824635,0.645456,0.506999,2
0.219775,0.543442,0.547387,0.190828,0.338326,0.784752,2
0.844625,0.257583,0.699415,0.014391,0.276852,0.941783,2
0.346655,0.434451,0.312825,0.809127,0.320351,0.750086,1
0.94909,0.791449,0.523493,0.604819,0.075033,0.58456,0
0.685738,0.785628,0.999972,0.979795,0.061307,0.106087,0
0.692817,0.889925,0.331141,0.232259,0.628331,0.547882,1
0.759183,0.583995,0.717205,0.182932,0.568791,0.257124,1
0.260902,0.246038,0.573236,0.170207,0.146279,0.676612,2
0.68391,0.447676,0.119383,0.976131,0.262279,0.087554,0
0.335087,0.880365,0.955797,0.099058,0.900495,0.40468,1
0.077531,0.507081,0.906241,0.278596,0.806199,0.49291,1
0.106692,0.444525,0.396055,0.397934,0.989508,0.416784,1
0.101824,0.25292,0.2568,0.969015,0.21541,0.679487,0
0.103198,0.574171,0.536501,0.301423,0.216314,0.64754,1
0.759816,0.013283,0.848919,0.162815,0.509792,0.834391,2
0.390594,0.525628,0.946403,0.635145,0.75167,0.296679,2
0.060416,0.971443,0.288192,0.59765,0.867759,0.704322,1
0.479232,0.36819,0.030484,0.662056,0.935889,0.457396,0
0.056098,0.555085,0.907682,0.915167,0.603595,0.208104,2
0.631152,0.716611,0.802833,0.54965,0.900236,0.6273,1
0.201833,0.3773,0.158577,0.313043,0.424596,0.660977,1
0.117411,0.599286,0.919106,0.10689,0.907089,0.511231,1
0.327601,0.801358,0.217955,0.867789,0.421626,0.065458,1
0.339998,0.012097,0.055992,0.896481,0.287495,0.475101,0
0.73472,0.717889,0.887772,0.936769,0.24711,0.082272,1
0.645988,0.988497,0.472955,0.853508,0.776889,0.585238,1
0.471521,0.893463,0.755582,0.212375,0.193099,0.85978,2
0.708491,0.451778,0.638299,0.70735,0.500857,0.444072,0
0.949913,0.363449,0.408328,0.830312,0.548684,0.221711,0
0.743776,0.779143,0.469832,0.55506,0.473652,0.816063,0
0.265986,0.073433,0.537733,0.727358,0.125975,0.419894,2
0.499367,0.740496,0.879662,0.08133,0.776433,0.655258,2
0.046275,0.048156,0.56356,0.314104,0.883541,0.784207,1
0.698933,0.778461,0.992068,0.734343,0.606251,0.899291,2
0.753704,0.765991,0.229302,0.035575,0.49903,0.389867,1
0.452111,0.821959,0.202207,0.374823,0.404082,0.160639,1
0.785532,0.185362,0.276629,0.635264,0.063523,0.988166,0
0.76561,0.027484,0.089556,0.206333,0.703642,0.748666,0
0.193065,0.972602,0.96841,0.471249,0.406207,0.879763,2
0.485897,0.622362,0.850422,0.88357,0.198049,0.855404,2
0.649383,0.500914,0.28555,0.955315,0.852754,0.287927,0
0.205991,0.753704,0.328067,0.781992,0.039468,0.66903,1
0.672155,0.113137,0.156261,0.449543,0.402693,0.616602,0
0.586899,0.233922,0.249582,0.784209,0.63787,0.089281,1
0.811254,0.964358,0.514302,0.512609,0.677261,0.452794,1
0.914994,0.195683,0.031787,0.88345,0.55338,0.916423,0
0.105612,0.792324,0.097845,0.338811,0.543654,0.306586,1
0.251735,0.056048,0.249671,0.332224,0.134475,0.681715,0
0.549135,0.695266,0.18845,0.350118,0.542479,0.51403,1
0.680346,0.626106,0.920402,0.626734,0.12204,0.464927,2
0.180429,0.808031,0.6476,0.466796,0.96548,0.815362,1
0.99229,0.067146,0.707911,0.402082,0.376062,0.222856,0
0.277514,0.460694,0.288419,0.31083,0.331916,0.398215,1
0.429354,0.713867,0.587228,0.00277,0.522699,0.378078,2
0.895593,0.812678,0.178263,0.436038,0.827408,0.952008,1
0.731273,0.800863,0.246407,0.333698,0.70738,0.810686,0
0.802944,0.748209,0.851987,0.944412,0.360865,0.203258,2
0.037334,0.287655,0.242284,0.888522,0.566417,0.590291,1
0.753918,0.218699,0.890416,0.146958,0.574234,0.114649,2
