a.0,a.1,a.2,b.0,b.1,b.2,y
0.603871,0.597317,0.20119,0.62281,0.288786,0.10187,0
0.751563,0.375546,0.687586,0.241657,0.006588,0.096389,0
0.105243,0.119989,0.683822,0.572583,0.34805,0.325582,2
0.060873,0.426294,0.320723,0.619831,0.332916,0.868318,0
0.694673,0.981338,0.169131,0.517119,0.63022,0.45444,1
0.412099,0.465627,0.579929,0.830377,0.988992,0.072848,0
0.296652,0.814238,0.252381,0.093736,0.990312,0.83687,1
0.737129,0.358975,0.503159,0.118346,0.628425,0.42236,1
0.322095,0.292013,0.106375,0.142852,0.015457,0.050471,1
0.87043,0.086058,0.246998,0.699963,0.072155,0.566521,2
0.984721,0.442564,0.719463,0.088064,0.615479,0.050245,1
0.35843,0.324656,0.423025,0.754302,0.677615,0.898231,0
0.516248,0.014195,0.93193,0.943664,0.160298,0.060124,2
0.885833,0.770113,0.718465,0.517033,0.956359,0.30877,1
0.978749,0.83201,0.888619,0.513801,0.002887,0.893239,2
0.679296,0.938542,0.324094,0.009482,0.122463,0.40269,2
0.684181,0.857154,0.340427,0.079827,0.977704,0.626451,2
0.006741,0.799338,0.923422,0.054495,0.429365,0.632531,2
0.644463,0.112176,0.555802,0.697467,0.693894,0.804235,0
0.807444,0.631267,0.114009,0.566154,0.540869,0.667956,0
0.691383,0.982166,0.009476,0.910762,0.866572,0.545015,0
0.490638,0.032668,0.026403,0.476037,0.895438,0.20257,1
0.954952,0.380489,0.644636,0.238145,0.776966,0.694573,2
0.00578,0.365631,0.414383,0.525395,0.926468,0.962895,2
0.772998,0.718202,0.098508,0.335387,0.715512,0.268048,0
0.350246,0.63924,0.794951,0.456477,0.211729,0.41389,0
0.153072,0.44343,0.20439,0.014694,0.803689,0.192777,2
0.775025,0.801368,0.100469,0.043429,0.289787,0.696966,0
0.036537,0.870045,0.759628,0.913732,0.755718,0.849579,2
0.360558,0.619831,0.09687,0.462742,0.466215,0.892378,1
0.972807,0.673051,0.283161,0.938777,0.247835,0.065082,0
0.298543,0.884616,0.978214,0.500346,0.205263,0.52788,2
0.74844,0.564624,0.708175,0.302014,0.151795,0.067301,0
0.073427,0.979059,0.565908,0.492411,0.307553,0.074528,1
0.301608,0.87289,0.681426,0.276826,0.861367,0.462968,1
0.568676,0.466818,0.498417,0.21147,0.586554,0.079328,0
0.454331,0.284544,0.997896,0.637863,0.817592,0.644298,2
0.199041,0.217474,0.410453,0.123312,0.756539,0.113505,2
0.874021,0.594354,0.094973,0.885705,0.727409,0.453481,0
0.347417,0.576421,0.295524,0.634818,0.474673,0.508282,1
0.273524,0.269373,0.607836,0.886895,0.726622,0.153316,1
0.047115,0.401147,0.063249,0.725803,0.230278,0.468871,0
0.797535,0.390487,0.91071,0.815721,0.7854,0.785261,0
0.660121,0.294625,0.317978,0.282507,0.579637,0.853162,0
0.040436,0.197583,0.408784,0.770834,0.327606,0.243471,0
0.265141,0.661691,0.350968,0.764365,0.825354,0.166402,1
0.252133,0.391021,0.883509,0.478472,0.936684,0.014474,1
0.897245,0.888629,0.904981,0.738267,0.237985,0.834595,2
0.002407,0.253605,0.218417,0.218932,0.516383,0.127206,1
0.193943,0.597373,0.526553,0.860931,0.732807,0.504104,1
0.830938,0.296372,0.311856,0.02225,0.925229,0.550689,0
0.695999,0.281393,0.991871,0.92777,0.431872,0.022661,0
0.814504,0.929113,0.598169,0.053774,0.082037,0.475458,2
0.506744,0.257779,0.698966,0.955425,0.226267,0.952261,0
0.874173,0.879612,0.939592,0.209152,0.749184,0.393071,2
0.00223,0.28775,0.756321,0.445452,0.325615,0.694942,2
0.459081,0.568726,0.60255,0.496136,0.336057,0.754035,2
0.74379,0.881544,0.019527,0.84365,0.924516,0.941556,1
0.64051,0.215206,0.352043,0.616182,0.410121,0.175813,2
0.319014,0.29518,0.455523,0.497883,0.788263,0.180537,1
0.095249,0.222728,0.712182,0.961961,0.903416,0.850156,2
0.809407,0.991475,0.52538,0.290233,0.526582,0.648915,2
0.475033,0.836054,0.034063,0.425188,0.896288,0.618162,1
0.1299,0.419212,0.687854,0.207099,0.228836,0.121227,0
0.991625,0.662269,0.632867,0.493147,0.204057,0.452323,0
0.887096,0.181047,0.005829,0.307894,0.997951,0.808647,0
0.593606,0.064849,0.961648,0.996015,0.1252,0.348083,0
0.870856,0.609569,0.252307,0.330778,0.160561,0.997681,0
0.993124,0.31817,0.037401,0.48831,0.439474,0.704066,0
0.995053,0.000899,0.816925,0.947311,0.263512,0.815405,2
0.055542,0.65186,0.830671,0.222416,0.005413,0.462101,2
0.882208,0.857102,0.618234,0.038354,0.856532,0.208472,1
0.5711,0.783819,0.901406,0.82382,0.645964,0.275014,1
0.518203,0.673435,0.875498,0.453977,0.878081,0.758054,2
0.645869,0.996893,0.854481,0.491024,0.024257,0.36089,2
0.886287,0.656997,0.573609,0.974085,0.309032,0.364168,1
0.111344,0.412416,0.86017,0.748169,0.587715,0.493998,2
0.929032,0.720766,0.52706,0.385138,0.440475,0.171098,1
0.30163,0.611395,0.791193,0.038018,0.456142,0.771102,2
0.69153,0.239874,0.251649,0.203295,0.882397,0.019802,0
0.890196,0.952232,0.328094,0.757591,0.520937,0.813239,0
0.465608,0.635036,0.414868,0.864416,0.823826,0.636075,2
0.703688,0.369723,0.728814,0.162632,0.420451,0.169432,1
0.586721,0.053014,0.682379,0.224051,0.756843,0.340155,0
0.63267,0.997245,0.215963,0.831973,0.589768,0.775332,0
0.849949,0.642091,0.707865,0.322501,0.03547,0.898001,2
0.893737,0.432889,0.333771,0.783349,0.648806,0.108234,0
0.281942,0.5531,0.154537,0.026623,0.728686,0.504212,1
0.955325,0.144162,0.626829,0.023569,0.641865,0.751632,2
0.961377,0.955091,0.467359,0.718822,0.030911,0.352157,0
0.156658,0.199905,0.238663,0.575582,0.972112,0.28608,2
0.948214,0.283207,0.972507,0.342713,0.335118,0.354251,1
0.838247,0.686124,0.812227,0.23886,0.371161,0.701758,2
0.754033,0.317147,0.547875,0.864325,0.080123,0.563808,0
0.305068,0.705024,0.914938,0.677363,0.981813,0.565654,1
0.554049,0.542431,0.813996,0.599679,0.482633,0.670514,1
0.151059,0.619072,0.765985,0.655318,0.438054,0.882917,2
0.050046,0.741743,0.780077,0.043361,0.459934,0.360008,2
0.970216,0.5457,0.100195,0.377795,0.583933,0.041051,0
0.753213,0.392044,0.055684,0.346069,0.05614,0.707169,1
0.227313,0.140079,0.013193,0.117108,0.990822,0.604161,1
0.329824,0.940559,0.904556,0.991259,0.709604,0.440429,2
0.983486,0.856523,0.378008,0.718213,0.387082,0.852887,1
0.364872,0.305953,0.685709,0.224478,0.434097,0.236713,2
0.315225,0.184675,0.405711,0.881778,0.514196,0.261107,0
0.444818,0.112961,0.853319,0.977309,0.939638,0.660598,2
0.897493,0.624623,0.247777,0.27788,0.419833,0.103343,2
0.048837,0.084811,0.074103,0.97048,0.25846,0.238235,1
0.06938,0.165808,0.538001,0.259968,0.082216,0.427186,2
0.911468,0.072916,0.154859,0.133579,0.392143,0.769934,1
0.565355,0.736058,0.831241,0.880267,0.264065,0.376783,0
0.175694,0.399115,0.978745,0.06405,0.751058,0.974796,2
0.296173,0.32386,0.882475,0.216248,0.873798,0.480449,2
0.291827,0.516595,0.059136,0.800448,0.355239,0.767862,0
