a.0,a.1,a.2,b.0,b.1,b.2,y
0.483223,0.781911,0.736962,0.637134,0.868457,0.641561,1
0.098723,0.221008,0.489721,0.420087,0.39526,0.787366,2
0.921451,0.783496,0.790802,0.064791,0.443012,0.011476,2
0.374556,0.053686,0.777646,0.432345,0.365795,0.25224,2
0.681544,0.352383,0.410879,0.471919,0.924238,0.344728,1
0.883267,0.539032,0.985911,0.839499,0.288148,0.390686,0
0.368842,0.285793,0.031274,0.497457,0.009922,0.295368,2
0.59234,0.593534,0.696216,0.483729,0.795268,0.810026,2
0.065562,0.232628,0.781969,0.881934,0.595278,0.316307,2
0.412858,0.300069,0.655154,0.948532,0.052176,0.223861,0
0.923696,0.128946,0.588037,0.465301,0.796971,0.481944,0
0.364224,0.382904,0.282683,0.496549,0.434794,0.504368,1
0.74491,0.468473,0.093391,0.332615,0.896583,0.879523,1
0.567214,0.714768,0.4954,0.630301,0.85271,0.28767,1
0.2295,0.454933,0.862214,0.346599,0.421644,0.08566,2
0.86462,0.021993,0.004804,0.647063,0.361197,0.46311,0
0.93065,0.944105,0.464031,0.193028,0.436189,0.232598,1
0.936728,0.321324,0.490618,0.182997,0.350951,0.837756,2
0.937679,0.522009,0.398496,0.860451,0.81115,0.690261,0
0.665928,0.310809,0.785298,0.360085,0.304602,0.486158,2
0.144209,0.616403,0.982978,0.365924,0.658642,0.217313,2
0.416079,0.706511,0.685132,0.034313,0.997789,0.479342,1
0.940393,0.65834,0.548263,0.020718,0.590156,0.760957,2
0.618299,0.524046,0.30073,0.738698,0.615575,0.838272,0
0.467204,0.232804,0.761484,0.741732,0.048458,0.514742,2
0.73939,0.81566,0.796402,0.164097,0.349664,0.620809,2
0.892399,0.112124,0.740615,0.241824,0.966349,0.791968,0
0.999077,0.909826,0.48442,0.43705,0.650966,0.718378,2
0.679027,0.509386,0.501477,0.607117,0.599675,0.85384,2
0.089791,0.208763,0.705831,0.486875,0.813054,0.823696,2
0.200679,0.069073,0.911158,0.91196,0.802748,0.040099,1
0.679826,0.455776,0.654793,0.710586,0.440026,0.164863,0
0.29277,0.680251,0.358862,0.231994,0.979144,0.636621,0
0.603481,0.285243,0.614667,0.971955,0.023552,0.591981,2
0.7435,0.525064,0.245084,0.893548,0.108271,0.393454,0
0.119548,0.897739,0.932929,0.187886,0.343835,0.530453,2
0.450077,0.633849,0.288931,0.222089,0.614914,0.222354,1
0.553577,0.817467,0.386353,0.285838,0.183082,0.885622,2
0.928176,0.128143,0.115244,0.827802,0.400293,0.474572,0
0.299178,0.938613,0.842921,0.877832,0.48392,0.415862,1
0.071116,0.754007,0.089454,0.611416,0.758917,0.730431,1
0.871692,0.450678,0.789297,0.612883,0.070244,0.430434,0
0.3842,0.761591,0.547954,0.06809,0.159587,0.537301,2
0.816962,0.638218,0.37719,0.817803,0.942861,0.177557,0
0.457453,0.337121,0.427617,0.434017,0.440488,0.085019,0
0.267547,0.937292,0.175006,0.5238,0.871645,0.780292,1
0.190989,0.146163,0.124178,0.644409,0.37679,0.313968,0
0.277722,0.838324,0.828678,0.71951,0.761994,0.883265,1
0.596586,0.618699,0.858169,0.672164,0.171761,0.719873,0
0.871418,0.836782,0.304863,0.894676,0.150503,0.541133,0
0.593108,0.175029,0.546893,0.994234,0.413617,0.318045,0
0.588898,0.245499,0.618968,0.75211,0.586283,0.980426,2
