a.0,a.1,a.2,b.0,b.1,b.2,y
0.124126,0.0223,0.713128,0.098863,0.459907,0.496452,2
0.917229,0.458166,0.228471,0.380599,0.861186,0.353835,1
0.183404,0.862823,0.062888,0.086846,0.681154,0.418949,1
0.930624,0.771065,0.806269,0.175571,0.305572,0.062748,1
0.95711,0.66425,0.885773,0.150824,0.980038,0.562989,1
0.967679,0.557271,0.902488,0.890153,0.91263,0.747444,1
0.77829,0.54781,0.830332,0.569016,0.880753,0.4224,1
0.76502,0.030655,0.220875,0.573569,0.112591,0.27075,0
0.365895,0.583235,0.073504,0.837416,0.641287,0.627871,0
0.710822,0.746324,0.567381,0.137811,0.489197,0.597665,2
0.965122,0.898614,0.067925,0.819364,0.576233,0.574701,0
0.533645,0.76821,0.056996,0.870078,0.371747,0.657537,0
0.127458,0.574334,0.270841,0.523468,0.306874,0.862304,2
0.439569,0.14188,0.254385,0.640688,0.251446,0.864242,2
0.651025,0.565229,0.716648,0.737855,0.843661,0.421083,1
0.183219,0.487957,0.864595,0.481764,0.129994,0.170096,0
0.945729,0.035664,0.536181,0.297314,0.838354,0.450273,1
0.660096,0.983512,0.987402,0.772212,0.028471,0.66298,2
0.449472,0.529602,0.529538,0.527191,0.261848,0.793628,2
0.382691,0.970371,0.566627,0.899517,0.745639,0.80583,1
0.409399,0.344899,0.181818,0.117563,0.942706,0.443394,1
0.217809,0.397626,0.798527,0.835231,0.600002,0.884602,2
0.359483,0.869546,0.858336,0.120412,0.311381,0.632053,2
0.101425,0.689172,0.096535,0.841881,0.323136,0.135963,0
0.773133,0.142897,0.449849,0.79901,0.455597,0.586659,0
0.430148,0.029456,0.513261,0.075473,0.645972,0.545795,2
0.362411,0.255987,0.702787,0.483797,0.578083,0.846194,2
0.768818,0.348198,0.326436,0.446533,0.202253,0.430802,2
0.972014,0.814388,0.587616,0.903418,0.077514,0.11216,0
0.808516,0.642007,0.79899,0.486048,0.94382,0.870751,2
0.103226,0.470009,0.245023,0.923377,0.874427,0.431985,1
