a.0,a.1,a.2,b.0,b.1,b.2,y
0.047644,0.384235,0.567374,0.018452,0.661245,0.453351,2
0.327109,0.589,0.094433,0.486649,0.362024,0.639649,1
0.480271,0.597738,0.520183,0.664239,0.510883,0.023546,2
0.478684,0.411103,0.45514,0.146752,0.648983,0.950249,2
0.81558,0.690874,0.710272,0.807715,0.564881,0.288181,0
0.206496,0.902381,0.772854,0.437626,0.980135,0.187877,1
0.059561,0.56342,0.935975,0.017466,0.19916,0.543076,1
0.390808,0.367391,0.506412,0.859113,0.384521,0.252832,1
0.993758,0.653252,0.548805,0.509122,0.005773,0.367422,0
0.524472,0.051209,0.388885,0.97341,0.622424,0.068216,0
0.865019,0.792873,0.234678,0.412542,0.499288,0.853875,1
0.986511,0.362503,0.862163,0.450372,0.532663,0.30723,2
0.934458,0.210405,0.701899,0.335653,0.061378,0.506321,2
0.568852,0.777169,0.629439,0.923711,0.344511,0.392405,1
0.581778,0.396525,0.27616,0.938786,0.892543,0.143671,1
0.367052,0.866539,0.141295,0.942632,0.348381,0.708441,1
0.484053,0.39557,0.091663,0.573648,0.53885,0.788573,0
0.295152,0.048826,0.971498,0.566242,0.915356,0.681501,2
0.124073,0.810833,0.508572,0.088557,0.986063,0.750729,1
0.258182,0.881435,0.186753,0.012586,0.149814,0.90385,1
0.937378,0.207722,0.457569,0.138295,0.761739,0.065766,2
0.517815,0.01305,0.179182,0.360527,0.220789,0.761311,0
0.623035,0.891871,0.263273,0.343759,0.219399,0.362867,1
0.05587,0.482126,0.328926,0.460901,0.681584,0.906955,2
0.697898,0.99228,0.86254,0.068118,0.263958,0.814414,1
0.319247,0.693458,0.312704,0.311219,0.688512,0.251443,2
0.830453,0.543049,0.70135,0.812528,0.129249,0.423263,2
0.657026,0.996481,0.273031,0.415967,0.872362,0.856003,1
0.191121,0.021034,0.322664,0.517765,0.058771,0.894588,0
0.706799,0.995256,0.507863,0.627154,0.787422,0.763779,1
0.950567,0.319263,0.771033,0.593854,0.219459,0.846784,2
0.072749,0.231855,0.990168,0.662606,0.14171,0.933469,2
0.60542,0.937059,0.845428,0.440735,0.34347,0.19655,2
0.648742,0.819732,0.855721,0.857006,0.994073,0.025848,1
0.848739,0.391005,0.454932,0.280353,0.482793,0.915028,2
0.408834,0.283018,0.305828,0.120387,0.478674,0.141906,1
0.606417,0.198569,0.794149,0.037946,0.604262,0.541763,0
0.980296,0.729186,0.090236,0.416927,0.112312,0.224995,0
0.994101,0.290052,0.057751,0.821644,0.772307,0.760324,1
0.171101,0.715571,0.886455,0.678716,0.825115,0.026438,1
0.278729,0.345847,0.879135,0.591054,0.971793,0.57434,0
0.718094,0.013465,0.742436,0.507899,0.033555,0.103539,0
0.058684,0.793581,0.757984,0.136388,0.506497,0.357322,1
0.915008,0.622965,0.269602,0.063963,0.903318,0.692317,1
0.539009,0.216076,0.798317,0.207294,0.446077,0.541915,2
0.584099,0.889618,0.889084,0.869929,0.590006,0.840156,1
0.012222,0.803193,0.974448,0.915664,0.396615,0.507981,2
0.130472,0.047923,0.547347,0.10124,0.989376,0.694115,2
