a.0,a.1,a.2,b.0,b.1,b.2,y
0.755078,0.121047,0.376284,0.613073,0.063998,0.122908,0
0.673448,0.897035,0.46207,0.845061,0.617757,0.938272,0
0.420475,0.734874,0.603089,0.621185,0.232465,0.351829,1
0.010165,0.511376,0.981564,0.782235,0.826676,0.01547,0
0.643688,0.641561,0.397865,0.761379,0.215794,0.69147,2
0.211042,0.937938,0.386587,0.55665,0.918493,0.820868,1
0.426738,0.319635,0.86835,0.969561,0.528364,0.365953,0
0.652175,0.794373,0.668376,0.683824,0.310078,0.972992,2
0.453739,0.408399,0.029194,0.433831,0.519167,0.113331,1
0.162787,0.221049,0.903356,0.522098,0.955435,0.963707,2
0.524426,0.706335,0.730171,0.963703,0.535174,0.850836,1
0.004224,0.111335,0.503936,0.95538,0.72263,0.457496,2
0.394026,0.301305,0.519923,0.521933,0.269937,0.920252,0
0.348512,0.51681,0.483455,0.593001,0.235918,0.293571,2
0.685402,0.468511,0.703031,0.626815,0.855861,0.350382,1
0.745475,0.95784,0.976008,0.719339,0.920558,0.949806,2
0.753469,0.681221,0.227579,0.137232,0.088632,0.700508,1
0.640781,0.708555,0.784343,0.032106,0.228544,0.345187,0
0.252209,0.050945,0.533358,0.798061,0.583468,0.58111,2
0.117091,0.3559,0.434943,0.265009,0.644388,0.533876,0
0.108803,0.714288,0.601062,0.893624,0.914125,0.969171,1
0.637409,0.726107,0.384613,0.831066,0.259657,0.727776,2
0.553615,0.086077,0.373984,0.616994,0.40599,0.263449,0
0.695823,0.791451,0.293047,0.012933,0.483667,0.309769,2
0.884127,0.05365,0.402671,0.593549,0.207669,0.075213,0
0.136696,0.012838,0.871711,0.750171,0.986752,0.406071,0
0.532563,0.677356,0.469767,0.739622,0.60131,0.38833,0
0.787009,0.747689,0.926445,0.081714,0.271155,0.91529,2
0.108855,0.799058,0.412205,0.12241,0.203352,0.099813,2
0.594192,0.592209,0.953448,0.809326,0.355143,0.695566,0
0.996743,0.19247,0.35957,0.97708,0.812669,0.162629,0
0.742564,0.566455,0.596951,0.833512,0.497316,0.063743,0
0.239075,0.085162,0.114543,0.828184,0.99795,0.004305,0
0.767508,0.062895,0.371566,0.740074,0.817252,0.088524,1
0.455133,0.984383,0.408147,0.526405,0.880186,0.566029,1
0.188511,0.064664,0.29315,0.403751,0.045513,0.904763,2
0.005814,0.327636,0.185229,0.597848,0.191025,0.844205,2
0.270421,0.797402,0.585024,0.003088,0.714884,0.469637,0
0.608105,0.711197,0.933307,0.331166,0.999099,0.644693,1
0.843478,0.93899,0.636392,0.949699,0.147372,0.106093,0
0.340651,0.54313,0.913946,0.171602,0.342327,0.208709,1
0.953535,0.414614,0.171933,0.683131,0.111024,0.317098,0
0.877442,0.418219,0.951941,0.791578,0.912826,0.691464,0
0.946935,0.528689,0.677552,0.448847,0.836584,0.925332,1
0.150915,0.275248,0.682401,0.136345,0.430403,0.368663,1
0.810348,0.516476,0.68152,0.139214,0.953137,0.217466,2
0.999938,0.043146,0.670665,0.657912,0.122737,0.894374,2
0.821126,0.81052,0.722526,0.102636,0.682267,0.748226,2
0.415591,0.007786,0.92122,0.917125,0.464996,0.609514,2
0.876173,0.716722,0.352832,0.079019,0.774141,0.190253,1
0.944083,0.518642,0.766283,0.181954,0.65031,0.296168,1
0.445878,0.363631,0.36609,0.926255,0.415091,0.150583,2
0.674415,0.814073,0.203249,0.11138,0.136419,0.803911,2
0.48434,0.069922,0.296636,0.875169,0.140209,0.979812,2
0.514631,0.467743,0.436512,0.27579,0.238872,0.360485,1
0.641755,0.539895,0.976619,0.444811,0.12364,0.766447,2
0.485534,0.524817,0.9085,0.751242,0.276748,0.633069,1
0.034936,0.294865,0.332291,0.346695,0.441872,0.753668,2
0.245113,0.840785,0.774022,0.601984,0.073608,0.634507,2
0.664273,0.463039,0.822372,0.334257,0.851857,0.847201,1
0.88579,0.412621,0.874436,0.062629,0.695393,0.021918,2
0.463512,0.257738,0.944709,0.867854,0.440411,0.725321,2
0.56168,0.137865,0.097989,0.182416,0.336482,0.81339,2
0.357216,0.720012,0.233193,0.958146,0.204581,0.308835,0
0.421354,0.049978,0.868851,0.77574,0.382559,0.551477,0
0.039375,0.197957,0.002737,0.691298,0.75626,0.248766,0
0.669281,0.859161,0.850459,0.901322,0.55977,0.581677,0
0.512303,0.573103,0.252612,0.586775,0.889288,0.430833,1
0.239788,0.749008,0.539,0.503579,0.629341,0.016438,1
0.63929,0.665374,0.27619,0.244984,0.800928,0.049591,1
0.170986,0.113811,0.996351,0.356412,0.535752,0.592271,2
0.35051,0.440347,0.911153,0.115733,0.532095,0.787108,1
0.484978,0.8956,0.725967,0.820309,0.714671,0.404865,0
0.162732,0.280173,0.905649,0.769876,0.31515,0.126125,2
0.463599,0.543759,0.07431,0.518152,0.452466,0.915887,0
0.078967,0.33078,0.538983,0.957973,0.349754,0.557521,0
0.328773,0.087315,0.207163,0.276283,0.434487,0.405429,2
0.543765,0.561873,0.891953,0.420465,0.974257,0.395235,1
0.677573,0.155576,0.425442,0.0048,0.713077,0.352261,2
0.963437,0.392711,0.028313,0.103488,0.335317,0.898979,1
0.951227,0.227824,0.047647,0.434471,0.485348,0.69911,0
0.756489,0.601319,0.049821,0.884703,0.281891,0.610588,0
0.85638,0.522665,0.826741,0.079477,0.531065,0.996899,2
0.334242,0.247467,0.09546,0.540896,0.612948,0.222347,0
0.597162,0.332542,0.679679,0.796255,0.459066,0.079817,0
0.180447,0.022511,0.558153,0.420894,0.851796,0.37295,2
0.620289,0.774117,0.655241,0.804646,0.568615,0.867852,2
0.548388,0.298996,0.633826,0.072895,0.543202,0.101337,1
0.115028,0.294354,0.36526,0.97819,0.803217,0.623559,0
0.408233,0.911335,0.879596,0.307616,0.483484,0.096864,2
0.090563,0.31976,0.636935,0.579312,0.980791,0.998537,2
0.482372,0.36511,0.021328,0.585549,0.63778,0.189724,0
0.472028,0.050727,0.869924,0.636133,0.435982,0.299231,2
0.237755,0.682317,0.588272,0.661455,0.632639,0.037479,1
0.143019,0.583632,0.915616,0.430586,0.88871,0.309209,1
0.860773,0.952393,0.549129,0.315175,0.130602,0.30457,2
0.776256,0.248408,0.09246,0.181167,0.117557,0.154734,1
0.083512,0.755858,0.179983,0.055152,0.504777,0.357806,2
0.15331,0.864039,0.783362,0.483174,0.266831,0.550281,0
0.445123,0.984684,0.935958,0.47801,0.101727,0.282383,0
0.82834,0.111911,0.274893,0.176506,0.032161,0.030614,1
0.943824,0.597158,0.218764,0.319781,0.948561,0.300819,0
0.603978,0.460063,0.320738,0.096943,0.691123,0.324793,0
0.09642,0.339945,0.381591,0.378074,0.705285,0.216643,0
0.478156,0.824087,0.753348,0.214674,0.649495,0.949771,1
0.223022,0.921115,0.593872,0.227072,0.957105,0.364823,1
0.447408,0.657726,0.229264,0.335322,0.730662,0.014936,1
0.659872,0.596877,0.326869,0.371018,0.190238,0.833679,0
0.894461,0.19027,0.978001,0.222031,0.594715,0.644652,0
0.705851,0.120296,0.217295,0.033873,0.663754,0.397656,1
0.302525,0.85815,0.278129,0.817972,0.722949,0.290527,0
0.886047,0.109933,0.73899,0.709768,0.678393,0.51102,0
0.510364,0.104439,0.606755,0.554909,0.225313,0.671907,2
0.065779,0.440229,0.901898,0.338666,0.497502,0.349387,2
0.221292,0.953868,0.219499,0.146361,0.352821,0.319572,2
0.831211,0.856561,0.075854,0.979237,0.466244,0.106478,0
0.518484,0.801855,0.156229,0.79472,0.376252,0.573876,1
0.393482,0.989585,0.708338,0.202096,0.400285,0.68157,2
0.579544,0.313167,0.66002,0.617327,0.237056,0.932692,2
0.321219,0.611959,0.641645,0.512326,0.924869,0.209113,1
0.448524,0.316566,0.758485,0.208331,0.784632,0.524146,1
0.759892,0.480143,0.763123,0.612384,0.813683,0.876192,1
0.248049,0.525318,0.024565,0.898993,0.367325,0.677994,0
0.312882,0.844709,0.651598,0.720631,0.025312,0.548648,0
0.608451,0.489986,0.967492,0.363387,0.465102,0.961493,2
0.251126,0.914428,0.561014,0.451072,0.808228,0.927971,1
0.21596,0.929689,0.100475,0.379692,0.79207,0.027132,0
0.730132,0.424645,0.943008,0.203021,0.209452,0.339195,0
0.142466,0.192311,0.936848,0.591071,0.011841,0.47836,2
0.211648,0.107279,0.51492,0.564867,0.810313,0.077414,1
0.701447,0.114473,0.471341,0.630734,0.244301,0.521333,2
0.446057,0.3793,0.007143,0.356373,0.366637,0.176036,0
0.3874,0.212402,0.334456,0.41259,0.193886,0.578731,2
0.360422,0.143112,0.900828,0.731771,0.566721,0.59478,0
0.168411,0.174459,0.625106,0.285078,0.555731,0.371545,2
0.62744,0.979835,0.681009,0.344382,0.100861,0.201653,2
0.964546,0.452054,0.02903,0.569788,0.529773,0.889963,0
0.798346,0.459809,0.824024,0.319627,0.53111,0.624551,2
0.607865,0.185841,0.771564,0.128963,0.417535,0.553719,2
0.522633,0.463345,0.551614,0.899669,0.220466,0.875621,2
0.732177,0.588703,0.899396,0.094259,0.992465,0.735915,2
0.487607,0.753368,0.681923,0.377679,0.342815,0.3653,2
0.797285,0.001056,0.278749,0.945909,0.315456,0.469235,0
0.926616,0.095908,0.136066,0.710285,0.854456,0.399242,0
0.36592,0.761268,0.350161,0.966529,0.72645,0.57809,1
