a.0,a.1,a.2,b.0,b.1,b.2,y
0.905351,0.714527,0.141256,0.638407,0.37941,0.264712,1
0.755358,0.034359,0.172992,0.974835,0.818819,0.075813,0
0.951402,0.927214,0.188472,0.142066,0.961502,0.171676,1
0.704069,0.435852,0.832351,0.683782,0.492765,0.41788,0
0.823555,0.263692,0.700135,0.728982,0.997591,0.925245,0
0.046334,0.354497,0.92175,0.741651,0.187606,0.565907,1
0.78146,0.9493,0.916457,0.603652,0.43167,0.699124,2
0.751092,0.134156,0.665086,0.286787,0.415959,0.723239,2
0.047959,0.385622,0.440799,0.239795,0.103955,0.187803,2
0.778133,0.488961,0.23943,0.666192,0.291872,0.319355,0
0.89522,0.950869,0.897437,0.579177,0.445148,0.282977,1
0.314868,0.065641,0.905712,0.63883,0.107678,0.325028,2
0.411012,0.754181,0.844037,0.470471,0.231122,0.133936,2
0.059572,0.42327,0.650327,0.737611,0.341465,0.770878,2
0.836074,0.148129,0.23944,0.314003,0.678361,0.833361,2
0.555738,0.99814,0.969482,0.873977,0.650235,0.159252,0
0.135891,0.01944,0.022002,0.527235,0.100741,0.641556,0
0.847298,0.447771,0.043064,0.401296,0.277724,0.947366,0
0.926519,0.408958,0.166311,0.188857,0.530633,0.718783,2
0.861321,0.078962,0.64408,0.410384,0.673485,0.860039,2
0.549574,0.964348,0.492095,0.389401,0.344625,0.68823,1
0.053577,0.269787,0.132153,0.008529,0.831435,0.921177,1
0.619778,0.041984,0.475062,0.0392,0.087134,0.784615,2
0.455503,0.066224,0.279116,0.647576,0.04143,0.805225,0
0.177002,0.067127,0.461377,0.371038,0.586826,0.823129,2
0.144371,0.63238,0.077228,0.006762,0.538706,0.224127,1
0.161305,0.500806,0.988539,0.092514,0.977468,0.620186,2
0.255245,0.954399,0.944719,0.950016,0.69975,0.789451,1
0.940751,0.268088,0.827883,0.187938,0.600696,0.744594,1
0.402975,0.481449,0.510077,0.314358,0.594525,0.828823,1
0.316682,0.906448,0.356427,0.832669,0.179272,0.556842,1
0.669514,0.040379,0.595539,0.853118,0.733383,0.529294,1
0.93209,0.179009,0.387716,0.40619,0.958066,0.941576,0
0.046154,0.589243,0.595276,0.297099,0.019055,0.823649,2
0.784895,0.977217,0.126333,0.635737,0.821715,0.612787,1
0.459512,0.191633,0.059305,0.915245,0.611922,0.753167,0
0.339164,0.742548,0.823669,0.389623,0.971748,0.847631,1
0.059737,0.164562,0.576704,0.91599,0.019676,0.671563,0
0.659821,0.178606,0.64456,0.336188,0.707082,0.296717,1
0.478388,0.524034,0.194284,0.46462,0.596242,0.931567,1
0.640762,0.942681,0.999461,0.199114,0.704941,0.792926,2
0.349766,0.882535,0.271989,0.314055,0.41957,0.159936,1
0.446949,0.682296,0.953642,0.34081,0.872015,0.868498,1
0.21128,0.060174,0.021402,0.232276,0.332231,0.69808,0
0.753674,0.823846,0.065198,0.841362,0.81875,0.788936,0
0.219489,0.421407,0.524628,0.731256,0.045226,0.28269,2
0.827948,0.828454,0.986115,0.485199,0.461576,0.942003,2
0.450076,0.470262,0.536536,0.401988,0.944843,0.554937,1
0.125718,0.845068,0.893564,0.213157,0.572289,0.544843,1
0.772714,0.208077,0.491871,0.78628,0.281968,0.112951,0
0.704371,0.312178,0.621681,0.585839,0.755836,0.954559,2
0.768858,0.969297,0.223358,0.981823,0.803875,0.802032,0
0.350611,0.565986,0.805577,0.736938,0.987198,0.018714,1
0.145943,0.033372,0.48003,0.803452,0.153248,0.895032,2
0.097397,0.135823,0.144189,0.616766,0.482339,0.332892,0
0.54002,0.248321,0.261834,0.02941,0.29268,0.102019,0
0.99661,0.00817,0.302767,0.473321,0.213912,0.468694,0
0.311803,0.005433,0.003591,0.538009,0.253272,0.354051,0
0.177303,0.473589,0.25033,0.576542,0.286381,0.523453,2
0.22533,0.872407,0.54537,0.4411,0.676046,0.856329,1
