a.0,a.1,a.2,b.0,b.1,b.2,y
0.748261,0.195525,0.333238,0.814879,0.673241,0.514186,0
0.684754,0.411866,0.46165,0.866734,0.770938,0.836542,0
0.393595,0.000874,0.206592,0.482413,0.25489,0.367468,0
0.091186,0.229061,0.011724,0.639244,0.950804,0.700918,1
0.829709,0.152877,0.567259,0.617335,0.784732,0.980508,1
0.114628,0.983043,0.978681,0.344931,0.125664,0.554798,1
0.223292,0.099384,0.532949,0.023268,0.856446,0.956804,2
0.976278,0.81676,0.606434,0.106192,0.107986,0.510032,0
0.025371,0.95567,0.848004,0.015152,0.018623,0.676046,2
0.421085,0.609452,0.717241,0.766414,0.678713,0.538871,0
0.706933,0.364597,0.902268,0.080466,0.523671,0.540472,1
0.609961,0.916188,0.58658,0.576598,0.095824,0.36748,1
0.141361,0.501534,0.750479,0.019856,0.115692,0.713674,2
0.500989,0.394454,0.795471,0.902965,0.948003,0.159079,2
0.636352,0.686045,0.799442,0.741909,0.652534,0.001105,1
0.816305,0.736158,0.024568,0.734792,0.805975,0.060984,1
0.795115,0.573833,0.328349,0.52408,0.194725,0.408453,0
0.879103,0.719473,0.466843,0.648909,0.096523,0.090018,0
0.584332,0.869886,0.176622,0.965062,0.558802,0.218127,1
0.591107,0.556952,0.449924,0.05643,0.60298,0.968396,2
0.181725,0.721726,0.097542,0.371951,0.543939,0.204352,1
0.060474,0.122969,0.842373,0.664423,0.79283,0.113634,2
0.462028,0.567479,0.824652,0.294933,0.404354,0.572722,1
0.755741,0.938938,0.948822,0.208351,0.254364,0.35699,1
0.009162,0.602034,0.499825,0.931495,0.64593,0.468243,2
0.664614,0.689356,0.448575,0.566578,0.720636,0.638152,0
0.892726,0.047101,0.192383,0.62281,0.23462,0.769714,2
0.778095,0.162516,0.741635,0.708959,0.125614,0.433165,0
0.37993,0.119818,0.971367,0.286016,0.436302,0.357522,2
0.717171,0.138704,0.378233,0.696683,0.977564,0.776413,1
0.166186,0.958206,0.397124,0.349449,0.331362,0.999332,1
0.315019,0.633124,0.110696,0.872131,0.53108,0.335815,2
0.022367,0.957012,0.452223,0.201747,0.631531,0.020642,1
0.038795,0.420173,0.111173,0.086661,0.959717,0.087246,1
0.302819,0.172718,0.224818,0.750181,0.051534,0.552852,0
0.349392,0.532036,0.731034,0.493833,0.68909,0.600314,2
0.501359,0.974501,0.445828,0.165063,0.41215,0.148266,1
0.959066,0.172121,0.405403,0.471267,0.367546,0.608695,0
0.766254,0.931781,0.283968,0.230568,0.151928,0.333703,0
0.330977,0.656128,0.057042,0.362608,0.114744,0.074596,0
0.860431,0.86778,0.790532,0.281569,0.052052,0.528957,1
0.799961,0.256448,0.659575,0.911157,0.502056,0.487112,0
0.520194,0.021783,0.997246,0.03147,0.658608,0.375293,2
0.529979,0.868483,0.061988,0.501296,0.317346,0.592194,0
0.402796,0.737838,0.176456,0.721722,0.06732,0.327537,1
0.705128,0.49005,0.72761,0.023484,0.277039,0.957035,2
0.459606,0.324104,0.809151,0.934218,0.842471,0.242667,0
0.806209,0.692694,0.125172,0.817818,0.600711,0.197645,0
0.400343,0.900625,0.914038,0.492251,0.011268,0.399068,2
0.339364,0.428491,0.836866,0.257017,0.677611,0.924241,2
0.160808,0.649148,0.033334,0.879653,0.923016,0.517698,1
0.379819,0.077054,0.054986,0.813068,0.393513,0.001769,0
0.970401,0.854447,0.959148,0.462623,0.732181,0.807076,2
0.592786,0.459851,0.443999,0.156293,0.810543,0.748715,1
0.067584,0.971243,0.337734,0.448877,0.149248,0.518071,1
0.055514,0.100337,0.519779,0.779939,0.385066,0.453131,0
0.229828,0.32075,0.729313,0.1899,0.307047,0.821761,2
0.789447,0.050814,0.609763,0.419744,0.404976,0.664734,2
0.363003,0.681228,0.665064,0.363905,0.042624,0.528941,2
0.911647,0.655307,0.698779,0.619614,0.852219,0.374434,1
0.747432,0.257481,0.128405,0.93394,0.901942,0.728731,0
0.158138,0.974579,0.932038,0.257635,0.658249,0.838165,1
0.787107,0.053905,0.837007,0.372189,0.59316,0.912738,2
0.947061,0.09435,0.952252,0.507154,0.363928,0.820994,2
0.690127,0.227085,0.65191,0.669444,0.437638,0.452698,2
0.448091,0.309147,0.871849,0.82692,0.825366,0.221954,2
0.898748,0.089796,0.413975,0.483244,0.117846,0.194664,2
0.791741,0.688997,0.368308,0.863233,0.968893,0.582765,0
0.216494,0.320872,0.005455,0.679824,0.897818,0.731845,1
0.100608,0.61645,0.110139,0.732101,0.29866,0.099048,1
0.811919,0.556415,0.053131,0.268193,0.234076,0.461158,0
0.699056,0.667474,0.42486,0.652871,0.822477,0.133958,1
0.146416,0.019172,0.881408,0.203962,0.796315,0.907846,2
0.04627,0.088246,0.350608,0.985821,0.376048,0.369282,0
0.013899,0.618708,0.241498,0.669909,0.139791,0.871145,0
0.168003,0.734188,0.014187,0.155596,0.978911,0.677231,1
0.787218,0.586725,0.767301,0.164412,0.821899,0.85247,1
0.294855,0.021739,0.152228,0.486726,0.61952,0.502697,0
0.480023,0.56941,0.382242,0.905846,0.327938,0.862649,0
0.748209,0.403172,0.162163,0.315423,0.244454,0.006073,0
