a.0,a.1,a.2,b.0,b.1,b.2,y
0.496508,0.820326,0.622622,0.744514,0.874002,0.703045,1
0.213038,0.473617,0.768647,0.277935,0.1925,0.259249,2
0.956212,0.786572,0.874129,0.957588,0.520064,0.120197,0
0.802476,0.921225,0.257917,0.65399,0.359066,0.563121,0
0.518509,0.159137,0.607668,0.72746,0.791558,0.424972,0
0.809296,0.399983,0.887482,0.930335,0.617185,0.332121,0
0.949208,0.921477,0.031534,0.346404,0.390191,0.624735,1
0.011842,0.547379,0.232564,0.744956,0.343955,0.086529,1
0.972084,0.290959,0.500606,0.289361,0.729607,0.966089,1
0.505021,0.850012,0.816427,0.760783,0.96174,0.433323,0
0.255347,0.822194,0.577202,0.342636,0.799135,0.395659,1
0.887237,0.59736,0.81432,0.831962,0.141569,0.484034,0
0.914154,0.204875,0.334796,0.045964,0.004383,0.977723,2
0.629224,0.518849,0.422514,0.691151,0.812007,0.822807,2
0.820964,0.648951,0.808906,0.502898,0.067635,0.187208,2
0.322822,0.575318,0.577927,0.750123,0.162171,0.68706,0
0.479243,0.784233,0.110578,0.595083,0.91128,0.247765,1
0.892684,0.897543,0.328492,0.167063,0.733336,0.797536,1
0.669953,0.13514,0.464766,0.831226,0.888576,0.65703,0
0.414565,0.641353,0.739074,0.227553,0.52126,0.435731,2
0.681907,0.003038,0.182831,0.165355,0.792314,0.901635,2
0.281288,0.500972,0.16703,0.579498,0.817438,0.835373,2
0.678628,0.465499,0.081097,0.715277,0.599557,0.68515,1
0.750004,0.932025,0.571678,0.589545,0.582183,0.780466,1
0.215141,0.955593,0.314901,0.718904,0.875018,0.219027,1
0.383354,0.449116,0.675619,0.056426,0.955124,0.166675,1
0.744973,0.714832,0.217592,0.402675,0.349574,0.165811,0
0.289592,0.633854,0.937763,0.353248,0.531848,0.265179,1
0.719782,0.656482,0.783429,0.373971,0.056695,0.130093,0
0.686798,0.88826,0.696638,0.785447,0.864162,0.277683,0
0.103815,0.113296,0.408207,0.968974,0.570038,0.795363,0
0.436249,0.450462,0.339426,0.073728,0.189409,0.197207,1
0.330274,0.790885,0.849046,0.013785,0.192095,0.320481,1
0.92047,0.007823,0.196062,0.440202,0.44356,0.963579,2
0.306039,0.094442,0.644072,0.628503,0.719026,0.634748,2
0.584416,0.591779,0.688643,0.715146,0.97025,0.427609,0
0.428215,0.979178,0.567631,0.603728,0.905337,0.16985,1
0.64385,0.844787,0.615905,0.181911,0.845698,0.648098,1
0.963297,0.09604,0.05499,0.592711,0.187133,0.155556,0
0.963614,0.939584,0.402551,0.079183,0.672128,0.386889,1
