a.0,a.1,a.2,b.0,b.1,b.2,y
0.022432,0.766216,0.230578,0.223742,0.967349,0.677102,1
0.560668,0.95308,0.439988,0.044686,0.588722,0.126719,1
0.135325,0.883719,0.773324,0.754358,0.997183,0.007582,1
0.702903,0.017901,0.91159,0.699349,0.166683,0.556276,0
0.594028,0.890127,0.244774,0.640218,0.283993,0.504928,0
0.634594,0.383897,0.200337,0.095193,0.146286,0.557942,1
0.339877,0.027386,0.241291,0.629462,0.199417,0.182252,0
0.727028,0.431288,0.035242,0.475521,0.307694,0.837861,2
0.36853,0.606666,0.521089,0.591493,0.459079,0.402219,2
0.620277,0.892441,0.008616,0.230957,0.256021,0.989748,2
0.15762,0.362437,0.634306,0.682935,0.721617,0.867991,2
0.261576,0.659369,0.244103,0.926283,0.788995,0.872567,2
0.912987,0.686617,0.809817,0.507376,0.73681,0.864173,2
0.654424,0.605121,0.075896,0.215747,0.400185,0.131838,1
0.957276,0.681096,0.411528,0.604883,0.887764,0.999805,1
0.913549,0.666653,0.293346,0.961489,0.228028,0.118916,0
0.328434,0.916927,0.000875,0.737933,0.218294,0.985004,2
0.018488,0.681254,0.194807,0.664083,0.799789,0.471753,1
0.768704,0.964805,0.493846,0.695334,0.958834,0.19745,1
0.345111,0.588513,0.88119,0.435259,0.826994,0.102703,0
0.380276,0.510015,0.191894,0.457101,0.322678,0.92748,2
0.708525,0.626788,0.809575,0.064841,0.488626,0.21525,1
0.790349,0.305332,0.371012,0.841061,0.811977,0.631729,0
0.513161,0.995214,0.267051,0.490549,0.344581,0.433432,1
0.514898,0.491939,0.945323,0.847052,0.845636,0.375941,0
0.531753,0.640096,0.637283,0.42403,0.14109,0.574362,2
0.824164,0.075657,0.184206,0.057845,0.586085,0.055687,1
0.50231,0.00252,0.650442,0.65602,0.567409,0.405851,0
0.256022,0.402834,0.355208,0.590078,0.799903,0.8781,1
0.504605,0.022003,0.62815,0.507675,0.839672,0.026427,1
0.378501,0.826615,0.23879,0.300605,0.879185,0.949353,1
0.490855,0.750944,0.927496,0.442853,0.590917,0.668806,1
0.03152,0.159377,0.354206,0.582234,0.612525,0.95244,2
0.24757,0.048925,0.453456,0.546881,0.393051,0.340074,2
0.142477,0.843851,0.455499,0.512039,0.612096,0.606245,1
0.082534,0.733968,0.252712,0.494395,0.2194,0.604366,1
0.301386,0.011255,0.638373,0.14918,0.996013,0.779463,2
0.443283,0.513189,0.181344,0.746806,0.482006,0.008488,1
0.073431,0.286911,0.17771,0.667172,0.064699,0.217198,0
0.914168,0.849012,0.116412,0.214516,0.493168,0.939287,1
0.657668,0.704339,0.764837,0.34552,0.102786,0.132671,1
0.174146,0.694553,0.99849,0.782228,0.702685,0.905865,1
0.769147,0.794436,0.151622,0.231912,0.204734,0.78132,2
0.283258,0.076008,0.79255,0.886014,0.125472,0.021834,0
0.375116,0.715417,0.171541,0.455641,0.713172,0.350967,1
0.640407,0.077029,0.09807,0.707347,0.486713,0.243616,0
0.326102,0.164909,0.772027,0.938488,0.192705,0.211556,0
0.567244,0.114321,0.550479,0.231085,0.237578,0.932071,2
